('do', 'you', 'know'),6,8.611410118406889e-05
("n't", 'believe', 'it'),6,8.611410118406889e-05
('I', 'was', 'just'),6,8.611410118406889e-05
('He', 'stood', 'up'),6,8.611410118406889e-05
('Oh', 'do', "n't"),6,8.611410118406889e-05
('I', "'m", 'sorry'),6,8.611410118406889e-05
('said', 'You', "'re"),6,8.611410118406889e-05
('I', 'could', 'feel'),6,8.611410118406889e-05
('I', 'went', 'down'),6,8.611410118406889e-05
('on', 'Let', "'s"),6,8.611410118406889e-05
('he', 'does', "n't"),6,8.611410118406889e-05
('do', 'you', 'mean'),6,8.611410118406889e-05
("'s", 'got', 'a'),6,8.611410118406889e-05
('you', 'think', 'it'),6,8.611410118406889e-05
('them', 'in', 'the'),6,8.611410118406889e-05
('the', 'centre', 'of'),6,8.611410118406889e-05
('centre', 'of', 'the'),6,8.611410118406889e-05
('I', "'ll", 'go'),6,8.611410118406889e-05
('his', 'hand', 'on'),6,8.611410118406889e-05
('You', 'have', "n't"),6,8.611410118406889e-05
('it', 'It', 'was'),6,8.611410118406889e-05
('he', 'said', 'He'),6,8.611410118406889e-05
('he', 'said', 'You'),6,8.611410118406889e-05
('out', 'from', 'the'),6,8.611410118406889e-05
('and', 'went', 'into'),6,8.611410118406889e-05
('to', 'make', 'a'),6,8.611410118406889e-05
('we', 'had', 'to'),6,8.611410118406889e-05
('We', 'walked', 'along'),6,8.611410118406889e-05
('and', 'out', 'of'),6,8.611410118406889e-05
('on', 'both', 'sides'),6,8.611410118406889e-05
('was', 'sitting', 'on'),6,8.611410118406889e-05
('They', "'re", 'all'),6,8.611410118406889e-05
('stood', 'up', 'and'),6,8.611410118406889e-05
('Have', "n't", 'you'),6,8.611410118406889e-05
('shook', 'hands', 'with'),6,8.611410118406889e-05
('out', 'at', 'the'),6,8.611410118406889e-05
('at', 'the', 'café'),6,8.611410118406889e-05
('and', 'then', 'we'),6,8.611410118406889e-05
('and', 'then', 'the'),6,8.611410118406889e-05
('After', 'a', 'while'),6,8.611410118406889e-05
('I', 'said', 'They'),6,8.611410118406889e-05
('did', "n't", 'you'),6,8.611410118406889e-05
('in', 'his', 'room'),6,8.611410118406889e-05
('in', 'the', 'hotel'),6,8.611410118406889e-05
('in', 'the', 'shade'),6,8.611410118406889e-05
('came', 'to', 'the'),6,8.611410118406889e-05
('people', 'in', 'the'),6,8.611410118406889e-05
('what', 'it', 'was'),6,8.611410118406889e-05
("n't", 'know', 'what'),6,8.611410118406889e-05
('day', 'of', 'the'),6,8.611410118406889e-05
('of', 'the', 'corral'),6,8.611410118406889e-05
('looked', 'up', 'at'),6,8.611410118406889e-05
('the', 'bull', 'and'),6,8.611410118406889e-05
('I', 'said', 'it'),6,8.611410118406889e-05
('to', 'see', 'him'),6,8.611410118406889e-05
('of', 'the', 'bull-ring'),6,8.611410118406889e-05
('the', 'crowd', 'was'),6,8.611410118406889e-05
('ahead', 'of', 'the'),6,8.611410118406889e-05
('was', 'going', 'on'),6,8.611410118406889e-05
('into', 'the', 'crowd'),6,8.611410118406889e-05
('the', 'barrera', 'and'),6,8.611410118406889e-05
('where', 'she', 'is'),6,8.611410118406889e-05
('the', 'bull-fighter', 'chap'),6,8.611410118406889e-05
('might', 'as', 'well'),5,7.176175098672408e-05
('the', 'coffee', 'and'),5,7.176175098672408e-05
('and', 'went', 'on'),5,7.176175098672408e-05
('he', 'wanted', 'to'),5,7.176175098672408e-05
('he', 'said', 'and'),5,7.176175098672408e-05
('in', 'his', 'hand'),5,7.176175098672408e-05
('and', 'I', 'think'),5,7.176175098672408e-05
