wheeling
put
began
shouting
gone
shouting
gone
drove
given
stopped
stopped
looked
called
see
got
held
came
gives
enjoying
comes
read
muttered
got
see
repeated
stared
finds
gone
lighted
wanted
done
put
set
gave
regained
fell
flew
whizzed
rattled
swished
left
went
walked
mentioning
coming
Travelling
crowning
provides
lies
get
go
leave
starting
swaying
stopped
slithered
saluted
produced
fluttered
passed
Having
handed
threw
carried
get
sat
keeping
going
screwed
catch
proceed
sat
looking
glinting
gone
wanted
go
slipped
let
want
sit
pass
guarding
moving
walking
got
seemed
waiting
coming
going
forced
give
lasted
felt
think
holding
read
read
requires
signed
gone
saying
concoct
waiting
suggest
think
go
find
gone
flew
top
stopped
folded
wait
entered
foreseen
waste
gone
grinding
save
friend
visits
wasting
shuttered
protruded
save
fidgeted
think
going
Is
going
wait
locked
go
wants
keep
get
noticed
billeting
Do
Is
grimaced
began
reading
call
sir
coming
hanging
carried
suspended
written
turned
tramping
mixed
lost
glad
get
Is
showed
exchanged
flattered
heard
entered
stood
want
tell
waits
see
want
na
piqued
disregarded
want
returned
seen
get
gather
left
Do
know
visited
pointed
taken
gives
conveyed
annoyed
say
lived
know
thrashing
sowing
attend
treated
used
avoided
stepped
lingered
say
obliged
attend
brought
behave
knew
require
stood
legs
clasped
expressing
caught
speaks
conduct
hope
found
wasted
relieved
clined
run
arrived
ask
shocking
felt
entered
looking
cleared
set
supervised
neighbouring
drinking
remained
standing
attracted
asked
Feeling
ordered
asked
speak
served
came
required
come
inquired
wanted
wished
goodness
realized
say
stood
looking
wanting
know
sent
comforting
showed
go
explain
pulled
printed
said
left
took
scrutinized
handed
remember
listening
pressed
occupied
come
see
pleased
go
go
look
take
gone
see
thought
went
finishing
making
took
commented
enjoyed
gets
said
enlivened
fried
stood
let
understand
dripped
bet
began
offer
pay
learned
treat
haunted
read
trained
knew
going
end
engaged
volunteered
come
blessed
fight
hauled
placed
frightened
tried
enlisted
sentenced
reminded
run
fork
keep
see
hanged
making
saying
got
drink
going
pay
emptying
lunching
looks
ride
get
go
show
wore
carried
clasped
allowed
went
followed
done
turned
held
thickened
found
led
remarking
made
found
occupied
trampled
marked
set
dotted
appeared
obliterated
blackened
reflected
lodging
ceased
see
filing
tarrying
filing
destroyed
occupied
led
built
broken
torn
de
revere
bought
made
missing
used
fasten
said
added
see
femme
lighted
surveyed
feeling
take
broken
told
removed
understand
claim
broken
seems
know
thought
speaks
think
know
breed
seemed
rise
harden
deny
know
get
repaired
breaking
put
alarmed
see
getting
annoyed
wished
blessed
see
say
knock
say
go
made
leave
getting
hear
say
settle
gave
care
come
took
ducted
sat
tiled
scrubbed
stood
dismissed
gave
done
see
done
tried
stop
hire
keep
straying
came
see
troops
turned
gathered
missing
came
wounded
put
fell
kept
walking
beginning
rain
asked
wanted
say
sounded
glanced
memorized
went
began
break
pull
saw
wanted
cautioned
believe
held
informed
understand
lay
fallen
let
go
drank
held
ah
know
see
report
touch
said
laid
understand
seen
ended
endeavoured
prevent
report
made
woke
informed
done
make
hear
included
prevented
broke
excluded
obtaining
Do
mind
telling
occurred
seemed
regret
apologized
respect
sir
lacking
sang
sang
split
assure
see
pauvres
seems
made
paff
comes
obliged
wake
stand
came
sent
saw
going
make
sing
gives
informed
taken
put
made
goes
mounted
settle
pass
place
ask
say
went
make
put
began
sing
sounds
said
sang
told
tired
sound
sing
bought
convinced
painted
framed
hung
beginning
hope
break
saw
stamped
certified
add
Excited
excited
called
used
left
became
sang
agreed
welled
came
went
see
wanted
know
possessed
shaping
knew
happened
gain
breaking
shelter
occurred
making
earned
showed
wanted
get
discouraged
reduced
broke
brought
colliding
play
make
Fascinated
told
know
found
asking
looked
left
gone
left
bothered
hearing
returned
repeated
forgot
hear
called
call
saw
told
want
feared
told
gone
rose
go
passing
stopped
avoid
thought
saw
flung
putting
went
accompany
walk
found
jumping
took
crossed
changed
got
wanted
say
left
passed
turned
call
seemed
burning
parade
leaving
packing
folding
stuffing
galvanized
Dormer
bound
try
get
torn
let
take
let
rest
got
say
wrote
sent
dealt
*
followed
detached
tomed
known
faces
associated
stuck
seen
army
fixed
got
got
marched
conveyed
take
ploughed
fallen
covered
divided
ing
poured
attached
forty
fiowing
shedding
composed
ebbing
railhead
go
came
rest
shared
passed
appeared
Forced
sleep
forced
became
get
like
admire
defined
belonged
longed
return
duplicated
went
came
sorted
sifted
kept
comforts
got
going
nature
talk
keep
disapproved
attributed
lack
lost
started
going
gone
save
shaved
fasted
hoped
catch
lost
fellow
allow
Listen
contrived
washing
reciting
call
heating
Let
drink
boys
Do
call
tended
caring
tried
take
went
call
Compare
swore
drank
conquered
think
write
put
Something
want
coaching
rhymes
coaching
know
Joking
joking
Do
catch
make
gone
reply
passing
lay
see
said
dream
say
said
plied
bit
hear
going
prancing
Has
advancing
sets
boys
see
prancing
imagine
glazed
whacking
wanted
say
got
intended
stuck
said
seem
see
Dormer
gibing
used
called
came
go
called
give
tight
chuck
said
disgusted
burying
twelve
believe
got
got
know
know
speak
disagree
suffering
seem
see
enlisted
come
believe
enjoying
believe
getting
done
happen
see
get
including
happen
begin
regard
got
play
talk
stand
stand
admire
Do
care
Something
made
say
come
cared
tell
winning
tell
asked
said
made
went
work
depends
Irritating
hit
walk
get
dressing
remember
called
put
telling
billeted
attached
suggest
wounded
broke
get
expected
shocking
losing
suppose
thought
telling
hated
destroyed
thought
shut
got
delighted
waited
turned
live
lose
woke
lists
getting
wounded
filled
whirring
grinding
stopped
backed
restarted
showed
shelling
silenced
recited
helped
keep
grew
rolled
hit
increased
circled
swooped
gleaming
attracting
jagged
coming
earth
echoing
called
wounded
died
dressing
laid
carrying
went
make
arranged
casualties
lying
got
going
bent
See
hinc
writ
ante
sed
Do
believe
pronouncing
believe
Have
get
sited
coming
dig
buried
thinking
want
buried
losing
saddening
shows
perish
live
Do
mean
say
relieve
live
superseded
wants
disagree
transmit
mean
defeated
mean
hope
wish
joking
find
fight
got
fight
want
get
make
make
run
want
think
seem
remember
covered
want
feel
live
die
go
faith
've
got
working
get
touched
represented
came
pouring
looked
became
taken
train
knocked
save
produce
obliged
stand
going
coming
directing
keep
see
begin
smoke
thickened
thinned
died
left
belated
sent
clear
felt
getting
shutting
hear
counted
went
went
occasioned
slept
woke
hear
see
going
born
described
pictured
working
go
disliked
worked
worked
seemed
desired
return
kept
felt
join
escape
threw
admired
turned
lists
grew
grew
broke
make
disappeared
dwelt
became
remove
Sitting
heard
bear
sit
sing
get
told
hope
learn
means
show
done
standing
shot
tired
shot
thought
pipeclay
whacking
play
went
rest
go
rest
stayed
suppose
put
compensate
settle
frowned
said
mind
get
Something
rose
said
stand
stood
fighting
ploughs
ploughs
keeps
gets
envy
make
conducting
says
behaving
keeps
sent
occupy
taken
know
turned
strafed
firing
say
loses
get
said
enveloped
shook
falling
echoed
seem
set
proving
laughed
forget
gets
ends
end
happen
end
repre-
represents
forget
believe
joined
moved
came
made
seen
die
attacked
went
believe
settling
cried
like
speak
wish
kept
perish
killed
go
saying
brought
rolled
tasted
sent
Leaning
wrote
held
swilled
clasped
filled
put
shoved
Have
mumbled
found
come
billeted
cottages
rising
flowing
entrusted
organizing
spent
ran
listing
entering
liked
suited
liked
kept
employed
arranged
ended
say
getting
returned
shook
made
sign
circulate
done
found
lay
killing
moved
looked
faces
knew
resulted
approached
failed
make
going
see
attached
came
talk
quarrel
made
appear
produced
consulted
got
allowed
interfering
put
found
kept
gave
live
existing
herded
disposed
counted
controlled
came
thought
knows
wondered
wondered
changed
want
go
bothering
happening
went
suited
separated
balanced
went
adjusting
found
go
happened
knew
got
served
stood
turning
reading
going
speak
speak
Look
thought
settled
saying
Passed
please
matter
said
arranging
got
sir
Something
rebelled
went
find
thought
intended
convey
damaged
odd
wanted
broke
let
reported
placed
moved
taken
found
happened
thought
pursue
made
sent
see
made
done
wade
tell
got
involved
get
see
done
telling
go
try
persuade
get
drop
see
Take
go
take
liked
disliked
used
went
admitted
appetizing
cooked
smelling
hung
smudged
booted
spurred
sat
printed
arranged
Passing
say
greeted
owe
liked
replied
threw
amused
watch
keep
heard
think
means
get
leave
care
received
go
see
take
suppose
going
delighted
go
tell
introduce
thought
said
him-
rode
bound
show
ride
learned
knowing
getting
arrived
built
see
left
stood
see
placarded
contained
strolled
waited
held
standing
found
got
held
turning
kicking
thought
entered
sold
advantage
found
fold
watch
done
gone
killed
scheduled
billeting
trained
removed
stored
left
broken
disappeared
sat
halted
clicked
saluted
asked
present
rose
charmed
meet
sent
see
put
tapped
knitted
propose
practised
avail
wished
explain
investigated
expect
hear
arrested
rests
gave
gathered
appears
obliged
define
take
want
point
refer
blushing
quelled
began
feel
dictated
hatched
worked
dealing
meet
evening
resigned
drew
let
go
obliged
told
made
offered
gone
suppose
furnish
demarcated
billeting
follow
held
demarcated
contented
thinking
held
accorded
called
take
insulted
regret
say
attach
instructed
insulted
checked
regret
say
convey
whatever
said
make
muttered
turned
Walking
said
closed
said
snapped
laughed
said
paid
likes
broken
suppose
get
paid
rejoined
heard
noticing
trying
take
shrugged
taken
find
annoying
like
laughed
dressed
called
join
slanging
dismounted
handed
went
walking
feeling
said
forgotten
moved
go
check
came
moved
sent
knew
occupied
keeping
care
obliterated
softened
reach
lay
trodden
refrozen
scattered
made
looked
accumulated
wondered
take
discover
breathed
sat
sounded
look
got
emanating
passed
belonged
inquiring
arrived
reported
reached
thought
settled
went
see
explained
tried
seem
done
looks
get
suited
blackguard
left
seem
stopped
taking
known
sent
Get
strafe
bring
show
write
refer
see
stood
turned
written
printed
typed
veiled
saying
go
see
done
help
adding
send
em
go
see
insist
getting
give
see
looked
let
know
went
lighted
heard
get
changed
shifted
came
according
try
exchanging
travel
cold
jolted
jumped
took
took
went
stretched
going
got
changed
went
smelled
spoke
sounded
slept
woke
slept
woke
find
came
tinkling
accustomed
regarded
got
stroll
going
exchanged
stopped
laugh
hit
hit
stay
circling
moved
feel
feehind
-midnight
got
left
made
reached
stumbled
drank
fell
got
found
reflected
say
took
touched
exceeded
known
graced
drawn
wondered
running
used
come
beating
annoying
make
take
rob
ensuing
done
effected
Owing
enlarged
fell
used
say
s.
branded
combined
brought
scattering
ing
went
moving
used
remember
sung
remembered
march
throw
carried
kept
belonged
pushed
admit
putting
asked
beginning
call
inquired
seen
patronizing
see
commanding
made
saw
fallen
heard
succeeded
drifted
furnished
gave
occupied
drinking
bored
bring
hoped
appeared
ing
ana
found
summoned
commanding
tell
fellows
found
suited
ruled
took
lined
leading
left
escaped
received
aroused
annoyed
heard
hastened
add
come
go
know
going
get
think
realized
spied
sent
see
commanding
arising
See
found
appeared
Have
required
produced
retired
leaving
sized
brought
became
ing
enlisted
squeezed
taken
Trench
offered
improved
made
hold
getting
heard
wanted
cleared
tell
give
think
go
suppose
pick
see
know
given
sing
hold
going
remembered
pondered
relieved
going
settled
affair
hanging
drove
made
know
got
cleared
go
inform
think
wanting
know
make
watched
saw
calculated
frightened
watched
Let
worried
worry
darkened
smirked
brightened
know
formed
used
look
got
remember
saw
refrain
calling
took
thanked
gone
killed
Having
got
felt
done
went
take
found
allowed
get
bidden
stay
remained
take
took
allowed
excluded
sake
took
excluded
made
Having
spent
knew
impose
considered
made
seen
done
marvelled
backed
introduced
introduced
stopped
began
point
standing
hills
separate
shelved
showed
rose
lay
took
puffed
pointed
Wanted
come
cultivate
get
see
grow
keep
wanted
move
make
makes
know
tea
seemed
recollected
seldom
forgot
taken
condensed
occupied
got
began
question
progressed
attaining
everybody
heard
realized
telling
told
told
commanding
going
resented
seeing
swollen
refused
say
put
sent
spy
labelled
told
knew
waxed
gave
grasping
kept
look
damage
expected
heard
solve
shut
went
sign
thinned
dozed
came
wake
offered
move
pass
get
made
drank
get
hoping
sleep
getting
cheerful
left
became
thinking
holding
got
found
addressed
brought
act
presided
erected
derided
impersonating
ranged
found
formed
lead
round
brought
make
discovered
standing
Do
mind
coming
taking
wearing
standing
asked
play
come
see
Watch
caught
resounding
turned
resulting
broke
sided
rose
covered
rocked
picked
sobered
began
dis-
get
repaired
saw
got
catch
Come
marooned
stood
whizzed
rutted
blame
existing
ask
woke
slowed
bought
sitting
watched
training
retracing
looked
realized
find
proved
get
evening
beginning
conducted
came
took
said
taken
realized
slid
began
feel
pursuing
known
grown
pursuing
got
scrounged
found
looking
knew
engaging
point
wanted
found
examining
faces
prepared
travelled
thought
screened
arisen
intend
reaching
found
say
standing
waiting
discovered
Enlisting
done
assumed
culminating
graduated
expecting
cease
ordered
found
posted
thought
found
involved
involved
distinguished
came
given
found
sent
help
felt
winning
disabused
Clerking
found
dumbfounded
find
going
left
waiting
go
trained
appeared
sprang
reported
came
expecting
ordering
get
seemed
lessened
asked
give
want
see
cleared
let
got
receded
found
everlasting
looked
took
get
occupied
absorbed
take
go
reduced
reduced
went
pursuing
given
gazed
faces
streamed
known
manage
engaged
realizing
discovering
broken
s.
noticed
used
realized
kill
get
shifting
come
regard
Added
prevented
feeling
denominated
spent
dealing
done
queer
feeling
balancing
clothed
defiled
knew
knew
ten
went
judged
belong
see
despise
saw
sympathized
bear
admit
happened
done
wound
took
reporting
gave
obtain
find
believe
allowing
survived
broken
jogged
found
vacated
take
resigned
waited
waited
forced
left
ha.ve
cleared
left
shift
done
marched
marched
glancing
tired
drop
marched
marched
found
subsiding
abandoned
disgusted
lived
left
experienced
came
allowed
suspect
existed
attached
endeavoured
see
hung
intending
see
done
got
knew
got
find
followed
swallowed
liked
feel
done
brought
going
change
hung
get
leave
lieving
turn
waning
roused
handed
let
rattle
provided
waited
getting
find
get
stood
dusk
went
going
tea
fancied
lived
believing
Feed
attend
made
felt
filled
go
reached
culminated
appreciated
standing
hoping
find
wash
taken
wash
help
become
play
felt
drop
demobbed
stepped
held
stopped
going
suit
jammed
mackintoshed
goggled
got
made
answered
taking
admit
let
felt
got
get
laid
proceeded
train
coming
warned
devoted
resembled
attacked
left
rushed
began
cultivate
arose
commanding
seized
wanted
know
keep
reported
told
told
told
told
keep
conduct
fetched
arrested
tilled
find
supposed
bombarding
filled
planted
reported
sat
keeping
tried
failed
lending
required
patrolled
mounted
ride
object
kept
thinking
acquainted
began
admitted
going
win
began
remains
following
informed
show
inflicted
bullet
interrupt
blame
Having
obtained
keep
made
study
faces
listening
make
bored
caught
received
faces
compared
came
moved
got
stop
taken
going
wanted
get
considered
contracted
defeat
contracted
make
contracted
deliver
watched
became
sample
taught
attack
hit
wondered
see
looked
faces
need
written
made
wondered
wonder
beginning
feel
failed
appreciate
come
slow
came
stealing
ened
visited
looking
experimenting
marched
slaughter
preceded
engaged
Dormer
culminating
marked
play
sailed
going
involved
left
went
broke
become
everlasting
saw
going
sandwiched
communiques
described
admitted
come
astonished
knew
told
stopped
determined
stopped
complicated
going
made
got
moved
make
advancing
done
bear
help
frail
surmount
astonished
worked
ate
slept
remained
untrammelled
formed
listening
listened
listened
listening
listening
Watching
faces
seemed
pick
Listening
say
see
know
got
happened
going
happen
moved
sat
called
say
got
go
went
passed
gone
taken
caused
think
run
entered
saw
stared
felt
carried
gave
said
boys
Let
conscripted
known
happen
prepared
say
asked
got
brooded
noticed
met
supposed
surveyed
passed
going
say
going
go
found
stepped
found
exercised
passed
reported
treated
asked
play
found
changed
reflected
tempered
forget
start
hoped
join
made
settled
come
ask
looking
suggested
spent
took
went
felt
provided
quarrel
pleased
offered
obliged
reply
feared
hold
fixed
belonging
auxiliary
become
hung
suited
considered
disposed
named
admire
behind
seemed
aggravate
plated
locked
made
move
seated
plained
roasted
opened
filled
gave
consisted
took
removed
attending
isolated
leave
found
made
inquire
hear
going
saying
expected
return
irked
coming
found
listened
discussed
pressed
used
expected
seen
failed
consider
listened
mixed
seemed
shared
derived
adopted
knew
contained
composed
considered
spending
wonder
stand
sorting
replacing
approach
heard
inclined
twisted
let
recall
occurred
met
wanted
shelter
broke
thought
looking
straight
Dormer
thinking
getting
involved
hastened
reassure
become
taken
know
become
got
make
pay
sticking
treating
tell
thinking
told
got
succeeded
shifted
tell
know
expect
destroyed
wasna
relapsing
got
killed
remember
help
came
picked
killed
smashed
matchwood
remember
happened
think
went
come
help
saw
came
certify
couldna
got
going
marched
keep
calling
looked
ask
drilled
remembering
know
piqued
went
tell
remember
turning
censored
think
done
think
say
sat
wrote
obtained
made
rejoin
said
stop
evening
thought
wrote
tried
believe
heard
gossiping
expected
know
named
made
know
exclaimed
rejoin
knew
hit
fail
exclaim
knew
know
went
ing
gretted
wondered
scratch
made
accreted
retiring
taking
acquired
moved
mentioned
gathered
expected
hear
recite
choked
reached
attended
found
returning
drew
horrified
horrified
mind
went
Having
completed
went
astonished
appeared
find
mistaking
pulled
went
look
make
surging
see
gleaming
hear
make
heard
recalled
shuffling
know
raised
puzzled
clear
waited
opened
discussing
closed
got
irritating
fell
awoke
bringing
mean
coloured
got
informed
coming
allowed
inferred
struck
accepted
besieging
trying
get
taken
get
says
killed
suppose
get
returned
humping
closed
rolling
removed
swarming
collapsing
disorganized
went
verified
molested
gone
appeared
limited
done
went
resigned
ing
appeared
reassuring
lost
getting
tried
restore
thrown
Do
cut
reduce
prevent
going
bed
failed
gone
made
paint
fresh
obtained
come
called
make
drag
ending
meant
make
looming
received
seen
picture
seen
stopped
expunge
ceased
standing
mishandled
happen
judged
see
dragged
conjured
getting
obliterated
running
left
rejoin
left
thinking
took
allowed
lie
disregarded
moved
wondering
done
found
frame
saw
skinned
confirmed
formed
wager
laugh
frowned
stared
talked
understood
missed
used
hear
diversified
diversified
lapsed
lapsed
remembered
landed
passing
standing
waiting
emptied
run
thought
fell
railway
walked
fell
laughed
worn
enforce
fell
returned
held
come
lost
regained
found
engaged
confronting
keep
rushing
cultivate
deprived
came
told
heard
hear
complicated
deafened
bewildered
took
killed
stampeded
trampled
reduced
surrounding
took
battered
defied
help
come
getting
happened
heard
given
made
attach
floated
relied
According
happen
made
gained
prepare
made
fought
matched
admitted
came
reducing
roughed
supposing
went
divided
gained
multiplied
taken
prepare
fight
averaged
got
allowing
providing
maintained
arrive
wished
arriving
desired
say
stop
remained
adjoining
became
mosaiced
count
germinated
caught
landed
disgusted
surprised
becoming
going
pouring
painted
forced
built
make
became
registered
cost
seldom
ceased
done
bent
perfected
getting
purposed
send
written
beside
thought
made
clear
heard
melancholy
die
resist
saying
make
wish
put
trying
cheer
die
live
mean
keep
win
According
got
get
stay
exaggerate
said
make
become
get
see
trying
leap
get
legs
see
wanted
winning
see
speak
spoken
required
made
admire
want
put
condense
saying
talking
see
wonder
let
design
playing
shut
fear
calls
follow
shows
looking
fighting
feeling
relieved
felt
Was
given
drove
see
going
dig
carry
getting
took
pulling
crossbreds
knew
meant
English
went
reporting
pushing
map
growing
came
seemed
go
knew
pointing
straight
make
set
called
pointed
hit
shook
went
devised
shout
get
went
fitted
came
whump
say
frightened
fail
describe
stiffened
stood
thumped
hurt
knew
come
hurried
exposed
came
ducked
darted
heard
speaking
saying
Come
Get
come
stand
get
came
dig
blame
chalked
captured
stripped
drove
find
go
knew
found
become
looked
found
please
felt
drag
coloured
tell
failed
broke
stuck
working
influence
carried
reckoned
disturbing
bound
thickened
composed
blown
made
hold
lodged
bombed
saw
getting
reminded
compelled
read
wherein
enlisted
telling
horrified
see
telling
coming
filed
pull
see
trust
stand
obey
feeling
relieved
saw
fighting
done
volunteered
conscripted
wasted
sticking
sticking
opened
promised
try
stick
come
see
seen
made
hoped
makes
added
work
kept
worsening
haunted
found
called
knew
relied
finding
keep
keep
dropped
feeling
pursued
see
imagine
got
aggravated
talking
fetched
found
shoved
gone
seen
filling
gain
varnished
seemed
see
excluded
swaggered
massacred
Dreyfused
found
paid
kept
defend
write
made
inherited
represented
live
ousted
betake
sure
fed
housed
representing
seconded
spoke
looked
judged
see
understand
got
listened
wore
explaining
contributed
turned
hunted
spoke
took
training
keep
saw
sented
divesting
looked
grasped
found
give
cleared
understand
go
expect
get
done
swallowed
said
starts
moved
bombed
sitting
mind
going
hide
conceal
eating
hung
abounded
going
noticed
see
came
fight
found
gone
arisen
grown
used
threatened
lost
stretched
became
Training
anybody
pushed
covered
experienced
felt
induced
runs
Etaples
lost
escaping
everlasting
induced
see
emerging
come
extended
held
go
sir
shifted
mean
required
learned
see
suppose
tell
bluffing
go
realize
done
began
see
heard
say
seemed
emptied
sauntered
talked
eddying
reduced
walking
seen
entered
backing
appearing
stop
ordered
glancing
seen
feel
join
considered
wish
associated
digested
drove
look
saw
led
find
permit
light
say
reflect
heard
meant
hustled
broken
chased
olf
committed
depredations
know
make
uninteresting
simple
caused
ran
strolling
lying
became
arrived
mobilized
remained
functioned
brought
pass
announced
made
conducted
indicated
wanted
begin
given
kept
turning
scraped
looked
meaning
healing
let
accumulated
lying
adored
admired
going
listen
began
taken
Have
keep
giving
end
got
knocked
Knocked
gave
gave
say
come
motored
Is
broke
see
popped
surrounding
took
bored
Is
killed
see
Cleared
Picked
fallen
think
come
heard
set
shot
ten
stoned
went
came
impressed
invited
asked
liked
seemed
mend
smash
made
met
came
covered
happened
gibed
come
ceased
gibe
felt
know
begin
made
looked
found
wore
wanted
wanted
self
hurrying
return
bombed
let
go
got
found
got
Do
remember
joining
think
Do
remember
Topping
leave
dropped
went
done
give
suppose
got
say
Do
want
get
wanted
sent
find
tell
rejoined
laughing
tell
think
gone
report
refused
going
make
come
got
landing
got
fumbled
thought
make
think
make
feel
clever
send
got
get
waited
went
wanted
going
stealing
Something
happened
joined
come
look
killed
know
mean
recollect
got
disappeared
wounded
gone
strafed
got
say
saw
close
apologized
sorry
want
find
speak
go
say
getting
interesting
popped
Do
tell
said
Go
ha
done
go
say
broke
say
wanted
shelter
blame
catch
Go
seemed
represented
listening
take
came
make
made
bet
done
made
take
knows
end
fighting
said
felt
put
privileged
talk
know
want
fight
want
fight
spoken
rose
feeling
impressed
stumped
went
demanded
liked
detain
insisted
hear
talked
Did
felt
go
stayed
appeared
left
rattling
thought
warned
saw
resumed
known
came
designated
fight
rationing
go
get
fed
show
got
stopped
seemed
made
went
dropped
left
going
get
rendered
fighting
massed
flung
throw
fire
gaping
repaired
denser
followed
modified
talked
hear
recited
got
came
set
wished
covered
keep
leave
covered
smashed
staggered
kept
guided
put
get
want
bombed
reached
care
filled
counting
filed
picking
smashed
replacing
went
felt
knew
thinking
thinking
went
went
stop
mean
knew
reasoning
become
induced
enlist
forgotten
superseded
overcome
made
become
accustomed
ordered
reasoned
explained
Stop
wanted
go
hatching
alter
wanted
alter
kept
obliged
get
governed
financed
wanted
change
stopped
hated
brought
trained
recourse
go
fighting
reached
heard
pledged
give
drink
coming
meet
give
cheered
going
admit
better
go
sing
go
Listen
fade
leads
fighting
famed
join
drink
coming
meet
Is
bet
repeat
called
supposed
opened
gone
sing
find
gone
try
come
je
fellows
used
sing
coming
talk
leaned
gazed
shredded
pouring
wounded
bled
spilled
walled
compact
garrisoned
told
remained
mattered
began
plays
felt
brought
went
foreseeing
heard
talking
suppose
go
fighting
suppose
come
growing
missed
lost
heard
happened
put
feeling
complain
got
transferred
taken
take
assumed
put
becoming
come
used
deplored
kept
grown
attached
wearing
worked
went
show
found
explain
done
warned
working
thought
wanted
go
lie
take
carried
turning
go
said
help
see
occurs
known
called
clipped
signed
Passed
please
appear
refer
dated
knew
reconstructed
happened
enclosing
appeared
interpellated
asked
supposed
tell
asking
felt
getting
thought
wanting
say
Tell
go
held
substituted
Tell
went
rested
felt
following
felt
went
see
put
looked
shook
looked
gave
advised
go
lie
put
tell
found
wanted
called
considered
counted
see
amused
say
consider
let
got
saying
say
obliged
carry
seen
wants
know
mean
know
felt
pulled
mean
going
neglected
think
counts
meant
sitting
grinning
saw
replied
enlighten
received
took
considered
insisted
made
made
trace
change
see
cause
retell
got
trying
get
wondering
put
found
pushed
sat
standing
wounded
given
wounded
lead
got
mentioned
seems
taken
found
see
knocked
shelter
sent
make
got
shows
put
contain
knocked
excited
made
told
told
keeps
going
want
find
making
blame
said
fancied
given
felt
seemed
crowded
tittering
talking
rested
go
see
done
got
walked
saying
Get
run
got
got
take
refused
wanted
eat
gone
sleep
woke
lifting
perceived
seem
cut
done
let
take
home
got
gave
going
engaged
gone
perceived
let
feeling
learning
gone
confronted
escaping
changed
throw
died
taken
abounded
grown
dispersed
found
moved
surrounded
fell
lived
dropping
pickup
keep
employed
rid
looking
got
become
altered
readjust
grasped
made
worn
go
win
going
got
obliged
confess
held
Sipping
keeping
lighted
listened
reflected
seen
ended
say
end
made
see
remain
get
connected
supplying
understood
agreed
keep
returning
knew
appointed
attached
sent
filled
housemaid
called
go
reinforcement
posted
happened
want
worry
supposed
felt
adept
wangling
scrounging
wanted
worked
want
go
want
want
feared
Accustomed
filled
go
wanted
feel
heard
talking
fighting
patched
learned
taking
attacking
dated
seen
heard
heated
select
astonished
saved
seen
want
knew
gave
tick
spared
heard
remembered
got
give
open
mention
said
going
called
wait
see
impressed
began
filter
happening
giving
happened
got
heard
suffered
suffering
went
acquainted
taxed
say
said
brainy
Left
felt
formed
