settled
'Wo
come
worried
said
want
worry
want
said
come
left
cried
clasping
told
go
stay
came
Take
hear
expect
say
begins
sitting
found
came
take
take
set
get
getting
got
found
cried
come
go
turned
get
remember
squelching
saw
noticed
turned
stood
snoring
shouted
stirred
rustled
shouted
turned
felt
cry
remembered
_King
turn
go
said
led
answered
checked
caught
engrossed
drawn
came
seemed
say
went
followed
loomed
cried
delighted
sitting
sitting
left
looked
sitting
huddled
approached
recognised
recognised
bowed
cried
answer
repeated
laid
lurched
waiting
fell
raised
turned
clenched
gleamed
kept
said
showed
stained
coming
shot
lying
heard
made
surprise
told
according
bound
expected
asked
removed
died
adding
found
pay
forward
commanding
read
took
taken
know
remember
began
trembling
going
meet
going
meet
made
written
asked
invent
pleased
made
_
alluded
destiny
remained
bear
cared
understand
quoted
said
wore
clung
tell
fancy
addressed
imagine
pronounce
cleared
concluded
love
held
destroyed
gave
found
separated
torn
left
born
born
died
died
became
buried
forgotten
waiting
came
announced
wanted
see
asked
told
call
made
expressed
wondered
possessed
Was
asked
paid
tell
grinned
got
pointed
lying
went
raised
Something
dawned
saw
tree
winked
grinned
called
repeated
went
owing
interrupted
handed
dismissed
thought
sank
intrude
want
prevent
believing
made
discovered
treated
heard
died
poisoning
told
heard
cried
Is
speaks
thought
came
seen
began
insisting
poisoned
told
said
tell
said
declared
saw
give
matter
thought
said
poisoned
prefer
thanked
shook
departed
told
shot
turn
observed
assented
said
carry
believes
regrets
*
runs
stood
known
journey
used
call
drawn
roll
prevent
looking
urge
reached
hasten
lie
find
pay
creaking
attached
looked
covered
frayed
match
cleaned
dingy
get
prepared
dealt
reckoned
kept
irritated
lacking
liked
used
succeed
liked
said
deserve
seems
working
called
stooping
look
looked
met
held
seemed
turn
walked
swing
moved
clenched
walked
smiled
smiled
laughing
smiling
parted
displayed
spoke
shaved
dressed
consisted
rented
bought
traded
lasted
used
return
knew
keep
listened
gave
served
sent
made
knocked
asked
talk
care
waste
want
want
used
say
jerking
met
eaten
fed
sit
tired
let
sleep
chattering
kept
broken
touched
intoxicating
used
give
ten
dare
drink
get
found
believed
arrived
existed
made
thatched
distinguished
frequent
left
wretched
work
returned
spent
used
go
used
travel
harnessed
wanted
rear
died
borne
made
abandon
calling
open
settled
bought
built
prospered
furnish
gained
travelling
knew
please
knew
valued
need
became
celebrated
stay
compared
put
left
stingy
looked
knock
refuse
trust
talking
chatter
till
pricked
began
telling
liked
getting
used
say
called
set
tightening
go
making
enter
wishing
disposed
shone
curled
affected
talked
laughed
charming
came
seen
dignified
befitting
seen
called
went
resist
melted
pay
set
building
stocking
moving
think
came
drove
reading
cherished
learned
read
left
singing
grows
began
think
expressed
done
escaping
spent
concerned
made
beaten
calling
called
lived
managed
managed
let
slip
turned
making
betrayed
become
kept
earned
bent
liked
driving
liked
listening
gossip
liked
lavish
crush
behaved
paid
talked
invited
called
pleasing
charming
came
valet
dressed
made
listened
answered
spent
trained
picked
spoken
seen
let
intriguing
exercised
succeeded
getting
needs
fell
fallen
saw
come
met
spent
invited
tea
disdain
wore
read
write
dress
wore
say
see
flattered
made
said
looked
wondering
added
went
pondered
pondered
made
win
somehow
bewitched
describe
invited
told
knew
set
work
bearded
sit
considered
courting
flushed
gave
burst
made
made
feel
hinted
mentioned
went
gazed
turn
dissipated
took
gave
took
spared
sat
looking
cried
dressing
gave
wear
presented
married
took
began
turned
took
sitting
noticed
paid
felt
surrounded
envied
regaled
talked
pass
wear
obliged
tie
said
working
thought
recalled
lived
said
meeting
hear
getting
married
answered
pointing
begun
clip
please
refused
shave
looked
turned
wrapped
walked
shaking
sank
cleared
sighed
compared
married
look
caught
thought
gave
thought
get
used
get
say
passed
end
growing
used
increased
grew
married
suffering
fallen
went
getting
succeeded
given
addressed
became
grew
looked
superintended
worked
keep
painted
ordered
depicted
round
painted
made
grey
squinting
come
sometimes
go
look
give
taken
fling
put
overcome
sighing
prospered
lived
wash
aiming
gives
evening
put
journeying
travelling
awaited
speaking
hunchbacked
asked
sat
tea
invited
take
refuse
sprang
inquired
give
spent
looking
went
fell
talk
sat
said
listening
told
pleased
grew
came
laughed
sat
spoke
raising
rivetted
turned
began
looking
smiled
tapped
covered
spoke
went
looking
moved
said
die
laughed
asked
keeps
saying
said
grinned
listen
answered
shook
observed
went
take
got
brought
got
wish
come
got
got
broke
went
partitioned
served
snoring
get
sleep
lay
turning
began
tossing
side
throwing
pulling
sank
heard
singing
distinguish
prolonging
opened
propped
listened
went
rang
raised
singing
asked
know
answered
sings
added
used
sing
went
sang
gone
turned
gave
fell
listened
listened
seemed
break
rang
died
crossed
laid
passed
sat
got
going
asked
stopped
see
said
get
sleep
say
mumbled
falling
went
began
trimming
put
went
lay
set
went
call
got
found
dressed
standing
talking
saw
went
said
come
said
left
went
tell
guessed
fallen
say
happened
deceive
became
known
declared
put
believed
seen
said
began
pine
look
began
seen
came
arrived
spread
settled
passed
appearing
drawn
drove
noticed
take
making
suspect
went
passed
happened
somehow
grown
wrinkled
went
walked
overtaken
announced
desired
speak
managed
wear
gave
said
want
know
wants
answered
think
wants
buy
went
sat
twined
gave
summoned
appeared
bowed
stood
hear
want
buy
said
thought
sell
stands
bought
sell
sell
give
queer
saying
said
give
added
ask
goes
give
thousand
replied
spoken
Akim
speak
talking
told
astonishing
understand
understand
madam
looked
looked
began
propose
propose
moved
tell
add
got
see
talking
told
sell
going
sell
smiled
said
please
said
shrugging
beg
take
bowed
took
turned
need
go
said
rang
came
tell
give
see
added
bowed
went
walked
rang
appeared
told
fetch
came
Have
heard
began
proposing
heard
screwed
wants
buy
gave
saying
Is
belong
saying
pulled
blew
bought
get
suppose
left
sell
sell
went
turned
ask
offers
said
give
offers
straight
arrange
take
remit
sell
walked
please
speak
continue
went
left
tell
said
turning
tell
go
wants
said
got
followed
closed
opened
walked
settled
belonged
bought
arranged
take
made
received
hundred
went
cost
thought
got
described
going
sitting
stroking
said
suspect
hinted
opened
noticed
become
know
strike
going
dismissed
lessened
asserting
overheard
asked
come
see
expecting
said
set
replied
ran
take
repeated
leaned
run
gone
meet
see
owing
know
dashed
Dashed
repeated
standing
standing
saw
said
running
went
went
brought
trudged
cooled
said
told
gone
evening
meet
waiting
thrown
bathed
bottom
overpowering
risen
heard
went
meet
came
running
lighted
brought
asked
Brought
answered
Give
brought
interrupted
held
took
took
thrust
said
keeping
fixed
bring
ruin
came
sitting
stroking
kept
coming
going
followed
came
taking
crossing
restrain
said
wonder
began
expecting
sit
running
like
listened
changing
moved
seemed
ponder
begin
talking
commented
stopping
went
slammed
appreciate
indulged
fell
telling
yawned
went
looked
begin
talking
repeated
talked
got
thought
tapped
passed
kept
looking
preparing
say
looked
preserved
broken
answer
come
rendered
beginning
owing
rattled
pulled
peeped
frowned
looked
got
seen
heard
trembled
told
put
opened
walked
said
took
repeated
brought
replied
sat
come
said
getting
answered
got
began
replied
turned
glanced
glittered
brought
hear
got
trembling
poke
tell
got
've
gone
said
tell
shouted
go
hear
tell
hear
get
saying
asked
Go
telling
understand
took
fight
faltered
till
sat
glanced
Do
fight
making
went
addressing
heard
turning
added
muttered
like
screwed
showed
tell
gazed
talking
think
gone
said
talking
cried
Do
see
went
pulling
folded
see
understand
bought
drawn
Pack
added
putting
let
see
to-morrow
hear
stood
moaned
seize
seize
hold
lost
said
mind
play
beat
kept
repeating
trying
get
want
take
stop
go
speak
sell
wait
dashed
bareheaded
said
running
Let
pass
wailed
seeing
taken
jumped
snatched
lashing
set
kept
repeating
lost
thought
done
kept
lashing
lashing
met
moved
gazed
reached
galloped
jumped
want
muttered
sleeping
want
see
said
amazed
Has
happened
began
happened
want
see
said
drew
pulled
felt
poured
said
asks
leave
see
go
tell
drunk
wait
grumbled
went
looked
seemed
evaporated
went
confused
informed
come
summoned
see
began
appeared
say
told
come
complain
added
told
see
answered
worried
done
permit
speak
raised
tell
found
compensate
say
think
Do
worry
answered
went
creaking
elapsed
heard
walked
asked
says
graciously
please
get
complain
complain
come
asked
came
ask
excuse
compensated
caught
tell
make
see
added
give
took
take
give
answered
going
locked
stood
kept
reassured
represented
sent
come
declaring
want
see
gone
see
found
stopped
getting
leaned
spoken
looked
want
see
began
nodded
done
worry
see
repeated
paused
brought
lost
know
changing
can't
alter
say
make
put
better
went
ask
let
lost
repeated
tell
know
tell
went
know
tell
standing
added
stand
thank
let
alone
mean
Do
distress
Wo
want
got
added
moving
Thank
wish
turned
went
straightened
went
seems
said
standing
waved
laughed
suppose
go
forgetting
come
trudged
gone
heard
called
raised
saw
nicknamed
sitting
leaning
Are
going
asked
stopped
give
Please
moved
climbed
seemed
began
lashing
reins
set
tossing
drove
saying
sat
muttered
urging
holding
asked
waiting
went
've
left
've
done
know
like
make
pulled
shouted
Stop
sounded
Stop
looked
dishevelled
recognise
running
Stop
moaned
gasping
waving
started
snatched
stopping
muttered
Stopping
pulled
ran
wailed
turned
looked
stir
gripped
shouted
turned
said
turned
answered
sobbing
turned
said
go
observed
suppose
thought
stay
brought
sitting
went
raised
let
sink
know
kill
kill
kill
said
've
know
gone
Wretched
took
gave
tell
hid
wretched
bought
choked
clutched
cried
took
took
kill
snake
leapt
beat
fight
faltered
began
kill
wretched
beat
heed
cried
writhing
stood
looked
moved
sat
followed
turned
began
sitting
know
make
went
Go
added
bending
see
got
went
fell
began
got
went
caught
Get
shouted
pushed
going
asked
seeing
getting
going
take
said
take
see
bought
come
made
repeated
leaving
go
go
answered
turning
given
Drive
lashed
rolled
set
Yefrem
lived
built
said
shook
uttered
sat
moving
turned
arrived
get
tied
ran
meet
shouted
asked
let
get
come
noted
addressed
spoke
went
said
Run
cried
came
covered
Get
Come
went
making
take
tell
articulated
pricked
've
run
snatched
pay
shouted
've
repeated
went
return
put
brought
like
kept
repeating
sat
grieve
poured
began
talking
perplexed
said
happen
bewitched
suppose
shows
look
want
keep
go
expect
got
added
drinking
happening
answered
gone
sleeping
looking
locked
gone
begun
threatening
telling
expressed
saw
took
deposited
slept
repeated
said
turned
told
turn
bound
give
pack
took
rushed
crying
go
turned
stared
clasped
cried
bought
replied
started
wanted
believe
gone
added
hearing
wailed
interrupted
saying
say
present
give
expect
remain
said
cried
look
villain
added
looking
hatred
've
ruined
've
become
've
turned
villain
left
hang
've
ruined
monster
broke
Do
excite
said
tell
begins
keep
going
sleep
go
become
faltered
weeping
say
cut
villain
cut
talking
see
leave
say
allow
send
added
went
repeating
cut
observed
looking
happen
safer
put
keep
help
like
say
bowed
went
beckoned
sank
wringing
leapt
described
drove
leaving
remained
weeping
wept
went
go
go
flew
meet
Seeing
restrain
spurted
sank
offered
ran
fetch
came
kept
seeing
insist
seeing
come
go
ordered
brought
refused
take
yielded
saw
shuddered
gave
asked
meant
move
thought
began
crying
protesting
wanted
die
checked
advised
wasting
set
work
move
tried
dissuade
living
told
sent
help
packing
moving
added
twisting
delighted
stay
till
settled
lose
given
taken
give
sell
forget
make
told
tell
answered
met
driven
replied
understand
daresay
find
done
make
added
turning
ask
come
talk
made
listened
said
said
done
went
gave
given
said
volunteered
join
went
found
hired
come
left
keeping
said
found
missing
pack
turned
walking
looking
spitting
get
finished
stayed
begging
spend
fell
trickled
woke
began
knocking
asking
let
release
told
slept
aroused
promising
tell
happened
unbolted
told
knew
ended
asking
Is
knows
answered
Go
look
got
look
look
matter
answered
passing
went
sitting
hanging
looked
showed
used
drinking
slept
began
looked
said
took
felt
felt
hears
fancied
driven
asked
see
thought
let
pronounced
went
taken
succeeded
bringing
took
sit
informing
go
going
see
packed
stolen
set
riding
neglected
feed
judging
bulging
forgotten
gone
sleeping
wake
gave
waking
returned
began
shaking
trying
rouse
muttering
moved
gone
taken
driven
looking
given
allowed
carried
owing
drinking
lay
woke
glanced
crowed
showed
melted
walked
looked
walked
passed
stole
lying
troubling
reproach
disturbed
know
kept
sleep
begun
thought
go
seeing
walked
weeping
looked
clambered
instructed
keep
left
go
sleep
happened
stayed
buy
get
've
taken
said
tossed
side
raised
fancied
passed
listened
gave
scratching
hear
lighted
managed
hang
let
thought
heard
snapping
refrain
jumping
opened
called
answered
went
fell
lying
stirred
roused
want
began
bawling
hold
articulated
sleep
damned
Have
heard
answered
sleeping
told
sleep
Hold
come
opened
went
distinguished
light
said
waved
held
hear
heard
munching
grunted
snoring
detected
coming
seemed
stirring
looked
descending
went
stopped
listened
stole
started
came
thrust
darted
rising
rushed
meet
knocking
eluded
hung
shouted
've
caught
trying
set
caught
struggled
let
go
wake
shouted
manage
sitting
Make
bring
tie
ran
holding
left
struggling
seems
want
ruin
said
recognised
brought
wait
Let
go
said
satisfied
show
tightened
ran
Tie
ordered
caught
stood
twisted
began
abusing
recognising
lapsed
exchanged
Do
see
see
kept
repeating
throwing
find
got
broken
stamped
added
see
got
rummaged
felt
stood
drooping
said
taking
knife
cried
wanted
murder
set
get
keep
take
hear
slammed
set
watch
go
bed
convinced
gone
set
cooking
squatted
get
saw
scraped
wanted
searched
cooking
missing
stood
pondered
went
wake
explain
awakened
said
made
gone
bless
taken
got
listening
came
done
repeated
saw
lying
go
see
tell
began
go
give
sober
hesitated
decided
give
Do
worry
fortifying
made
getting
rode
standing
sitting
holding
asked
answered
shrugged
answer
jumped
went
came
dressed
congratulate
said
knew
congratulate
answered
started
turned
tried
set
caught
taking
Was
wonder
asked
know
came
burning
got
setting
like
see
take
began
let
go
ruin
Do
take
think
know
Give
cut
likely
let
go
set
believe
Believe
know
asked
see
afraid
afraid
see
speaking
muttered
forgive
come
sniveller
went
said
following
went
flung
craned
made
respected
sitting
tied
Hearing
raised
seemed
grown
seen
looked
changed
frightened
Get
come
said
got
stepped
wailed
've
brought
glanced
known
asked
given
believe
drunk
added
clutching
mercy
let
go
replied
come
added
addressing
waiting
began
repeated
blame
wanted
settle
taken
know
ruin
tell
let
go
take
agree
wish
promise
let
go
regret
shut
ceased
retorted
believe
said
cried
Come
looked
think
decide
laying
let
start
looked
thought
let
go
done
pestering
give
reflecting
uttered
see
flick
stood
began
let
go
tell
motioned
talk
understand
tell
consider
swear
answered
know
regret
said
come
Give
turned
began
untying
added
pulled
spared
mind
faltered
mercy
freed
moving
showed
regretted
let
've
sworn
shouted
turned
looking
round
said
Possess
went
accompanied
ordered
went
Are
coming
cried
seeing
hurrying
answered
going
see
see
celebrate
've
walked
looking
've
pronounced
pledged
expected
added
pledged
remembered
thought
take
went
ordered
given
thought
offering
returned
annoyed
inquired
found
Found
answered
've
found
asked
nodded
pledged
lying
offered
show
give
show
drove
walking
grasp
trembling
escaped
seemed
believe
gazed
quivering
woken
slept
lain
moving
wanted
drown
stupefy
became
began
think
punish
wronged
thought
entered
turned
evening
grown
waited
ran
destroy
caught
locked
followed
thought
put
passes
endures
come
begun
feel
lost
thought
scattered
gone
dismissed
become
brought
shaken
failing
left
Feeling
tore
began
praying
prayed
uttered
gushed
wept
grew
changed
pay
set
walking
see
feeling
crushed
stood
walking
stop
turning
led
walked
decided
go
lived
dilapidated
walked
meeting
raised
look
run
gaped
looked
met
looking
sitting
taking
warming
gone
setting
visit
ailing
saw
stopped
let
come
glancing
said
answered
passing
went
standing
went
followed
sat
leaned
standing
looked
asked
answered
put
gone
go
said
brought
taking
remember
said
Do
remember
said
see
come
'm
guarding
answered
give
behaves
put
went
come
told
asking
seen
come
see
went
want
Petrovitch
happened
happened
asking
Has
come
sitting
frightened
inquired
looking
straight
seem
looked
let
go
said
put
set
walked
began
get
began
tremble
said
go
Tell
come
went
found
lost
sitting
left
said
raising
come
answered
send
went
beckoned
said
go
sat
opened
crossed
looked
began
going
faltered
talking
ruined
said
flowed
leave
get
Do
think
take
lent
sell
liked
rob
Get
claiming
replied
settled
amazed
Do
know
went
gleamed
know
spent
know
tied
spent
tried
set
caught
meant
take
let
claim
borrow
say
say
took
brought
telling
say
Has
better
say
tell
say
terrified
whispered
said
going
manage
ask
help
promised
ask
tell
stay
stay
dare
say
Semyonitch
Take
driving
laughed
pitched
getting
married
want
stay
want
point
understand
going
pray
going
sins
Semyonitch
pronounced
know
leaving
live
Leaving
talk
need
ruined
got
get
left
take
want
replied
know
suppose
've
blame
punished
sighed
make
lie
think
brought
understanding
wanted
live
beat
go
sleep
stretched
wanted
say
stood
looked
turned
went
beat
asked
sitting
passed
beat
said
smiled
ruffled
took
carried
arranged
described
went
dressed
say
settled
take
happened
advised
see
received
let
kiss
asked
meant
go
answered
going
please
commended
dismissed
appeared
forgot
bring
gather
aged
dignified
seen
went
passed
go
found
sitting
comes
land
wandered
say
seems
chanced
converse
said
prospered
set
work
got
means
acquired
knew
given
liked
told
asked
answered
give
given
agreed
came
swarmed
laid
ill
go
bear
hear
accepted
reentered
said
driven
appeal
given
aged
humbled
believe
lost
looks
let
go
lost
ask
kept
sold
parted
sitting
kept
went
looked
howling
shook
went
agreed
purchase
moved
settled
evening
burnt
left
left
imagine
gave
carried
repeated
said
gone
made
fallen
end
say
changed
grown
seems
dried
increased
say
saving
speaks
declares
understood
begun
feel
bought
married
leads
lives
sunk
dressed
left
takes
wandering
knows
evening
told
used
repeat
heard
knew
overgrew
express
grow
Knowing
fill
tell
bring
happened
said
took
saw
mar
preserved
wore
laced
cropped
curled
dyed
like
steal
wasting
let
come
happened
sent
charged
looking
received
carried
distinguished
avoided
drink
fought
called
called
succeeded
restraining
allow
indulge
got
went
bed
performing
consisted
read
thought
send
used
drink
Putting
brushing
strolled
stopped
admired
found
felt
happened
meet
Being
expressed
address
smiled
looked
heave
go
sit
smoking
given
passed
returning
heard
mingled
looked
saw
pleasing
seemed
overtaken
running
stumbling
ran
talking
exclaiming
gesticulating
slipped
kept
dressed
stepped
overpowered
caught
touched
asked
added
laid
help
stopped
understand
wanted
expressing
began
speaking
began
rained
robbed
carried
told
said
believe
believe
listen
said
listen
listen
said
go
sobbed
distracted
leaned
overcome
stood
rooted
repeating
gazed
shook
let
see
home
said
touching
understand
explain
make
raised
seemed
see
said
holding
disconcerted
turned
sobbing
moved
repeated
looked
fallen
wet
assured
pierced
attempted
reproduce
laying
set
begin
chattered
drying
shedding
came
come
stay
died
robbed
run
go
received
surged
sobs
broke
say
comfort
seemed
come
go
stopped
holding
said
live
looked
sunk
looking
blocked
burning
coming
stretched
went
finding
locked
knocked
trodden
shuffling
asked
understand
knew
answered
opened
admitted
slammed
make
twilight
burning
remained
moved
turning
went
gone
opened
whisper
appeared
called
going
come
hesitated
turned
call
led
covered
hung
peeling
representing
lying
lying
followed
noticed
turned
indicated
said
thought
introduce
looked
made
asked
like
answered
give
standing
Let
take
talked
turned
jerked
make
sit
round
sank
assuming
becoming
leaning
fixing
began
speak
interrupted
Do
told
found
mumbled
went
go
control
understand
think
looked
showed
smiling
fringed
went
looking
screwing
humming
began
tidying
followed
found
charming
excuse
began
turning
side
looking
home
dislike
told
act
think
think
ask
added
going
folding
mean
call
sold
like
raised
waved
drive
dropped
Do
see
wash
scented
kiss
serving
get
see
eyebrows
've
got
say
grease
make
grow
've
got
say
Is
look
biting
screwing
drew
put
kill
waved
pretended
frightened
laughed
laughed
pardoned
pronounced
throwing
take
asked
went
ringing
threw
get
looked
quivering
felt
humming
went
looking
sing
taught
Do
play
set
broken
buy
give
sing
heaved
shut
dance
teach
pirouetted
going
call
grinned
blushed
call
call
find
manage
sound
Do
know
means
explain
bringing
Is
_So
answered
stayed
spent
occurred
associating
babbled
bestowed
dismissed
made
enjoy
disturbed
left
opened
laid
darted
began
examining
cried
nudged
carried
tying
seemed
spattered
asked
Is
returned
answered
Was
found
frowned
come
see
excuse
excuse
saw
come
see
repeated
see
saw
wear
dressing
brought
made
pouting
followed
came
tried
question
gazed
said
said
changed
darkened
taking
asked
tell
laughed
took
slipped
came
got
said
shouted
_
darted
turning
shining
displayed
rushed
struck
recognised
seen
gleamed
got
charming
spent
induced
dissipated
left
took
visiting
ashamed
concealed
got
ashamed
concealed
ended
spend
preferring
made
treated
appreciate
took
let
go
presented
began
upbraid
fixed
laughed
forced
admit
failed
win
failed
gain
admitted
waiting
sent
wanted
conceal
converse
gave
replied
heard
looked
opened
give
paid
seeing
gratified
continuing
call
considering
handsome
declaring
eines
spent
dragged
exhausted
become
knocked
admitted
shambled
lay
went
mopped
said
pulsing
done
groaned
've
meant
go
find
believe
Go
sleep
disturb
ashamed
ashamed
Go
sleep
sing
call
sing
bye-bye
began
singing
like
put
keep
covered
closed
fell
sang
swaying
side
laughing
got
thought
fancied
touched
breathed
fumbled
pulled
struck
jumped
walked
put
stretched
've
seems
observed
yawning
went
sat
thrust
took
help
exclaiming
muttered
think
look
're
rumpled
standing
laugh
went
muttered
got
can't
think
go
go
repeated
seeing
laughing
subsided
brush
Do
go
said
took
pouted
going
promised
gives
goes
muttered
looked
shook
Do
hear
hear
says
deceivers
wait
pug
come
tell
undressing
go
noticed
come
procured
waxed
stitched
paid
devoted
leave
scribbling
copying
disregarding
putting
