cigarettes,1
sudden,1
chased,1
quick,1
language,1
nine,1
batch,1
5.30,1
boozing,1
trainer,1
mostly,1
vermouth,1
seltz,1
amiens,1
engagement,1
whenever,1
dollar,1
louis,1
nineteen,1
burns,1
steered,1
mounts,1
deauville,1
trainers,1
jockeys,1
entries,1
favourite,1
wild,1
platers,1
dressed,1
shirts,1
smelled,1
sweaty,1
linimenty,1
ordinary,1
wo,1
buttoning,1
bottoms,1
save,1
kidding,1
100,1
odds,1
sheets,1
prices,1
paying,1
5,1
cefisidote,1
3,1
fifth,1
list,1
bets,1
puts,1
grey,1
moves,1
tommy,1
archibald,1
pesage,1
cheered,1
pelouse,1
loose,1
swing,1
toy,1
bays,1
swept,1
towards,1
swearing,1
goddaming,1
horse-headed,1
streak,1
crazy,1
flogging,1
gad,1
slots,1
2,1
trembly,1
forgot,1
posted,1
67.50,1
oftener,1
raced,1
drop,1
streams,1
sorts,1
rabbits,1
bulb,1
matrimonial,1
papers,1
rooster,1
wormy,1
smutty,1
dig,1
joke,1
pat,1
ices,1
pardon,1
tout,1
drag,1
whisky,1
tip,1
counted,1
dropping,1
doleful,1
paris-sport,1
account,1
kidded,1
peeled,1
moritz,1
purses,1
betting,1
kentucky,1
lazare,1
30.000,1
bid,1
permit,1
space,1
charles,1
drake,1
bred,1
figured,1
training,1
investment,1
speed,1
2.500,1
hurdle,1
weigh,1
rainy,1
prix,1
marat,1
4.500,1
goggle,1
blinders,1
