PARODY
Mrs.
Brewster
June
MRS.
BREWSTER
July
MILES
June
MRS.
BREWSTER
Captain
Silence
Mistress
Priscilla
MRS.
BREWSTER
Captain
MILES
MRS.
BREWSTER
Priscilla
Mrs.
Brewster
Priscilla
MRS.
BREWSTER
Well
Captain
Lord
Mermaid
Tavern
London
Priscilla
Mrs.
Brewster
Priscilla
VOICE
DAMN
MRS.
BREWSTER
Priscilla
MRS.
BREWSTER
Priscilla
MRS.
BREWSTER
Priscilla
Enter
PRISCILLA
Auntie
Hello
Miles
Indians
Mistress
Priscilla
Miles
MRS.
BREWSTER
Auntie
Brewster
Mistress
Priscilla
Miles
Priscilla
Miles
I'd
Lordy
Miles
MRS.
BREWSTER
Auntie
Brewster
MRS.
BREWSTER
Dear
Captain
Standish
Priscilla
Priscilla
Captain
Exit
MRS.
BREWSTER
Miles
PRISCILLA
MILES
PRISCILLA
MILES
MILES
PRISCILLA
I've
Mistress
Priscilla
Rose
PRISCILLA
NEXT
EVENING
PRISCILLA
JOHN
ALDEN
I'm
JOHN
Miles
Standish
Kissing
Curiosity
Queen
Old
God
NOW
Stop
Miles
Standish
Miles
Priscilla
John
Again
Lord
JOHN
PRISCILLA
Bradfords
Endymion
PRISCILLA
Helen
Priscilla
F.
Scott
Fitzgerald's
Girl
Yellow
Hair
Paradise
Offshore
Pirate
Ice
Palace
Head
Shoulders
Bernice
Bobs
Her
Hair
Benediction
Beautiful
Damned
SPIRIT
OF
LETTERS
A
MINUTE
MAN
Manner
Ring
Lardner
Friend
Ethen
Ethen
O.
K.
Boston
T.
T.
Boston
Ethen
Ethen
Prudence
Thurs
Prudence
Bessy
Boston
Bessy
Ethen
Boston
Ethen
Boston
Boston
Ethen
Boston
Them
Ethen
O
Fanny
Ewell
Hall
Charley
Davis
Sat
Prudence
Prudence
O.
K.
Well
Fanny
Ewell
Hall
No
T.
No
T.
Prudence
Gods
T.
Ethen
T.
Grifins
T.
Ethen
Bill
Ethen
Boston
Prudence
Grifins
worf
indyans
Boston
harber
T.
Ethen
Geo
Rex
Prudence
Boston
Fanny
Ewell
Hall
Tommy
Hawk
Ethen
Boston
Ethen
Tommy
Hawk
Ed
Ethen
Prudence
Baptis
Church
Ethen
Lexington
Bessy
Bessy
Ethen
Lexington
Bessy
Charley
Davis
Bessy
M.
Ethen
Bessy
Charley
Prudence
Charley
Davis
Charley
Davis
Lexington
Charley
Davis
Prudence
Ethen
Charley
Davis
Brittish
Ethen
Ed
Charley
Davis
Ed
Tom
Duffy
Boston
Boston
Boston
Boston
Ethen
Boston
Charley
Davis
Ethen
Boston
Prudence
Boston
Beecon
St.
Ethen
Boston
Beecon
St
Ethen
Bostons
Tom
Duffy
Prudences
Best
Ed
Ethen
Ethen
Boston
Prudence
Conk
Cord
Collins
Ethen
Philly
Prudence
Paul
Revear
Brittish
April
Lexington
O.
K.
Well
Prudence
Charley
Davis
Boston
Paul
Revear
Paul
Revear
Ethen
Revear
M.
Lexington
Prudence
Revear
Boston
Ethen
Bessy
Lexington
Bessy
Ethen
Boston
Lexington
Charley
Davis
Ethen
Charley
Davis
Prudence
Charley
Davis
Lexington
Ethen
Boston
Prudence
Conk
Cord
Boston
Bunker
Hill
Boston
Hill
Ill
Ethen
Boston
Brittish
Boston
Ethen
Boston
Brittish
Ethen
Ethen
Yrs
Ed
WHISKY
REBELLION
Bedtime
Story
Manner
Thornton
W.
Burgess
DAY
Whisky
Rebellion
Aunt
Polly
Emily
Revenue
Officers
Pennsylvania
Aunt
Polly
Pinkwood
Revenue
Officer
Frank
Taylor
Jack
Robinson
Mr.
Sun
Purple
Hills
Revenue
Officers
Edgar
Ha
Ha
Ha
Aunt
Polly
Aunt
Polly
Elinor
Elinor
Hush
Miss
Pinkwood
Aunt
Polly
Mr.
Welsbach
Aunt
Polly
Julius
Welsbach
Sabbath
School
Hush
Aunt
Polly
Elmer
Elmer
Miss
Pinkwood
Esther
Elmer
Aunt
Polly
Schultz
Miss
Pinkwood
Guess
Blind
Faith
Come
Aunt
Polly
Prudence
Miss
Pinkwood
Aunt
Polly
Children
Miss
Polly
Officer
Shot
Revenuer
Miss
Polly
Revenue
Officer
Revenue
Officer
Aunt
Polly
Aunt
Polly
Jed
Miss
Pinkwood
Jed
Aunt
Polly
Robert
Robert
Aunt
Polly
Aunt
Polly
Robert
Revenue
Officer
Robert
Aunt
Polly
Ellen
Revenue
Officer
Miss
Pinkwood
Ellen
Bang
Merry
Breezes
Mother
West
Wind
Mr
Smoke
Revenue
Officer
Ellen
Miss
Pinkwood
Mary
Johnny
Chuck
Reddy
Fox
Jimmy
Skunk
Bobby
Coon
Mr.
Sun
Blue
Sky
Dick
Emily
Ha
Ha
Ha
Miss
Pinkwood
Miss
Pinkwood
Harriet
Aunt
Polly
Bronx
Aunt
Polly
Prudence
Miss
Pinkwood
Aunt
Polly
Aunt
Polly
Pennsylvania
Mr.
Sun
Purple
Hills
Revenue
Officers
Mrs.
Oliphant
Aunt
Polly
Aunt
Flo
Oliphant
merry
Fred
Auntie
Flo
Pinkwoods
Whisky
Rebellion
Aunt
Polly
LOVE
CAME
TO
GENERAL
GRANT
Manner
Harold
Bell
Wright
Fifth
Avenue
Cornelius
Griff
Frank
Mrs.
Rhinelander
Geraldine
Rev
Dr.
Gedney
Fifth
Avenue
Mrs.
Rhinelander
Dr.
Gedney
Geraldine
Griff
Frank
Gee
Dis
Griffs
General
Grant
Dat
Mrs.
Rhinelander
Harper
Weekly
Geraldine
General
Frank
General
Frank
Miss
Flowers
Jerry
New
York
Ella
Kansas
Miss
Ella
Flowers
Ella
Kansas
Jersey
City
Ella
God
Ella
Great
Beyond
Ella
East
Mrs.
Montgomery
Jersey
City
New
York
West
Ella
New
York
Jersey
City
Mrs.
Griff
Fifth
Avenue
Ella's
General
Grant
Ella
Frank
Frank
Gee
Ella
Satan
Ella
General
Ulysses
S.
Grant
G-d
General
Grant
General
Griff
Mrs.
Rhinelander
Geraldine
Geraldine
Ulysses
S.
Grant
Glad
Mrs.
Griff
General
Mrs.
Rhinelander
Finer
Mrs
Oh
Geraldine
General
Comment
General
Geraldine
French
General
Grant
Ella
Kansas
May
Ella
Union
Ella
Union
East
Griffs
Ulysses
S.
Grant
Geraldine
Rhinelander
French
Geraldine
General
Mrs.
Griff
Come
General
Geraldine
general
General
Grant
Madam
Mrs.
Griff
General
Madam
General
Grant
Mr.
Grant
Mr.
Stop
Ella
Flowers
General
Grant
Mrs.
Griff
Ella
General
Grant
Mr.
van
Griff
Ella
General
Miss
Rhinelander
General
Grant
Ella
Flowers
Geraldine
General
Grant
Miss
Rhinelander
Ella
General
Grant
Mrs.
Rhinelander
Geraldine
Ella
Flowers
General
Grant
Ella
General
Ulysses
CUSTER
LAST
STAND
Manner
Edith
Wharton
Boul'
Mich
Paris
Paris
Philip
Custer
God
Philip
Cafe
Dear
Mary
Paris
Philip
Mary
Mrs.
Everett
Mary
Paris
America
Philip
Ay
General
Custer
Philip
Philip
Philip
Beauty
Philip
Paris
Botticelli
Mary
Botticelli
Mary
Philip
George
Again
Mary
Philip
Pardon
Monsieur
Monsieur
Philip
Temps
News
America
Below
Indians
Brave
Stand
Troopers
Custer
Indians
Custer
Polyphemus
Monsieur
Philip
Monsieur
*
*
*
*
Philip
George
George
Philip's
Grandfather
Mary
Mary
Philip
George
Philip
Mrs.
Custer
Philip
FREEDOM
THE
WORLD
DRAMA
THE
GREAT
WAR
Act
Manner
Mary
Raymond
Shipman
Andrews
Act
Manner
Eugene
O'Neill
ACT
ONE
Mary
Raymond
Shipman
Andrews
Blankth
France
Allied
Freedom
World
Allied
Professor
Wife
Street-cleaner
Wife
I.
Pat
Pawnbroker
Wife
Jean
Enter
Stars
Stripes
Forever
France
Belgium
Company
HALT
Rest
Lieutenant
Fiancee
John
Professor
Son
Streetcleaner
Son
Mother
Pawnbroker
Son
Professor
Wife
Streetcleaner
Wife
My
Boy
Pawnbroker
Wife
Voice
Company
Atten
SHUN
Voice
Forward
Lieutenant
Forward
Freedom
World
MARCH
Joan
Arc
Crusaders
Blankth
Scene
American
Professor
Son
Well
Pawnbroker
Son
Congress
France
Streetcleaner
Son
Professor
Son
Pawnbroker
Son
America
Professor
Son
Pawnbroker
Son
New
York
Schumann
Philharmonic
Streetcleaner
Son
Joan
Arc
France
Attention
Enter
Lieutenant
Lieutenant
Well
Three
Lieutenant
Professor
Son
Come
Keating
Professor
Son
Lieutenant
Lieutenant
Streetcleaner
Son
Thank
Lieutenant
Professor
Son
Keating
Professor's
Son
Professor
Son
Sir
Lieutenant
Ellen
Radcliff
Professor
Son
Lieutenant
Keating
Lieutenant
Attention
Americans
Americans
Three
Soldiers
Lieutenant
Three
Soldiers
Lafayette
Flanders
Hun
Hun
Hun
Nietzsche
Hun
Soldier
Hun
Soldier
Hun
Lieutenant
Hun
Lieutenant
Swine
Americans
Lieutenant
Coolly
Lusitania
Hun
Lieutenant
Hoch
Kaiser
Might
Professor's
Son
Hun
Streetcleaner
Son
Hun
Hun
Soldier
Pawnbroker
Son
Hun
Germany
Bach
Beethoven
Hun
Soldiers
Lieutenant
Men
Professor
Son
Fellows
Streetcleaner
Son
Lieutenant
Professor
Son
America
Huns
Enter
Angel
Y.M.C.A
CURTAIN
TWO
YEARS
PASS
ACT
TWO
Eugene
O'Neill
New
York
City
Angel
Professor
Son
Angel
Y.M.C.A
Professor
Son
Well
Angel
Hmmmm
Lieutenant
Lieutenant
God
DRUNK
Christ
Lieutenant
Got
God
Lieutenant
God
Y.M.C.A
Lieutenant
God
Lieutenant
Ellen
Y.M.C.A
God
Ellen
Lieutenant
Reading
Lieutenant
Lieutenant
FREEDOM
Angel
Professor
Son
Angel
Pawnbroker's
Son
Enter
Jean
Pawnbroker
Son
Jean
Landlady
Landlady
Well
Mr.
Rosen
Jean
Please
Landlady
Jean
Jean
Landlady
NOW
Jean
Reading
Landlady
Jean
Madam
Landlady
Either
President
Wilson
Freedom
World
Jean
Schumann
Same
Act
Scene
Freedom
World
Enter
Angel
Professor
Son
Angel
Stand
Pat
Streetcleaner
Son
Professor
Son
Enter
Pat
Pat
Say
Workman
Hell
Jobs
Pat
Workman
God
Pat
Workman
God
Pat
Same
Workman
Pat
God
Pat
Freedom
World
Pat
Freedom
World
Professor
Son
Oh
God
Come
