HIGH
Briefer
Anyhow
Boulogne
ETAPPS
Army
France
State
War
Corporal
Etapps
Funny
Goings-on
Dormer
Corporal
A.P.M
Dormer
Labour
Corps
Reinforcement
Officers
Go
Dormer
Mutiny
War
Germans
Dormer
Market
Place
Base
Offices
Andrews
Paris
Plage
Boulogne
Medical
Base
Units
Signal
Dormer
Andrews
Ward
C.
Captain
Andrews
R.G.A
Dormer
Andrews
Dormer
Any-
God
Sorry
Fritzes
Dormer
Jock
Dunno
Jocks
A.P.M
Doctor
Major
Dormer
Mess
Etaples
Dormer
Doctors
Dormer
Ward
C.
Sergeant-major
Union
Jack
Death
Death
Dormer
Andrews
Mess
Poperinghe
Co
Officer
Dormer
Andrews
T.M.B
Gad
Never
Andrews
Lord
Court
Inquiry
Gee
Dormer
English
Blast
Field
Note
Book
Wait
Battery
Watson
Base
Come
Fairfield
Oh
Smith
Hell
Didn
War
Hopeless
Andrews
Dormer
Beastly
Afraid
Fair
Don
Don
Dormer
Andrews
Did
G.H.Q
Mayor
Battery
Dormer
Germans
England
Mess
Officer
Etaples
Base
War
Etaples
Headless
Man
Ranks
St.
Omer
Divisional
H.Q
Kavanagh
November
October
Corps
Labour
Corps
Dormer
Kavanagh
Dormer
Dormer
Dormer
Canadians
Welsh
Scotch
Irish
English
War
Dormer
August
War
Human
Nature
Dormer
Waste
Bosche
Kavanagh
Island
Home
Ocean
Let
French
Dormer
Dormer
Seventy-Worst
May
Fifth
Brigade
French
Fifth
Brigade
Anyhow
*
Napoleon
Well
Soldiers
Low
Countree
Pardcnnez
Soldiers
Kavanagh
Dormer
Waterloo
Commerce
Banking
Railway
Tele-
Education
Ballot
Acts
Shake-
Wagner
Operas
Kavanagh
Watten
G.
Um
Divisional
Head-
War
Dormer
H.Q
Division
Colonel
Birchin
Dormer
H.Q
Colonel
Birchin
Dormer
Q.
Vinyolles
Dormer
War
Dormer
N.C.O
Dormer
Dormer
Football
Competition
Time
Table
Box-
Colonel
Vinyolles
Dormer
War
Colonel
Vinyolles
Sports
Dormer
Questionnaire
Jerome
Vanderlynden
A.Q.M.G
July
Dormer
Mission
S.F.T
A
House
English
Dormer
Mission
Colonel
Vinyolles
Dormer
Devil
Dormer
Sports
D.A.D.M.S.
Dormer
Dormer
Q.
Colonel
Vinyolles
Vinyolles
Dormer
Let
General
Captain
Dormer
Vinyolles
Sorry
June
A.P.M.
Major
Stevenage
Mission
Dormer
D.A.D.M.S
T.M.B
Mayor
Mayor
Battery
Bosche
Verdun
Battery
Mayor
Deputy
G.H.Q
War
Army
Q.
Dormer
D.A.D.M.S
Dormer
England
France
War
War
Hospital
Christmas
Bell-
Cambrai
Russia
West
France
War
Mess
England
War
Christmas
France
Divisional
Staff
Vinyolles
Dormer
Base
England
Boredom
War
Russia
America
Peace
Bosche
Front
Loos
Mons
Bosche
France
England
Eastern
Front
Vimy
Moorslede
Ridge
Courtrai
Palestine
Mespot
Bosche
Russians
Canards
Wild
Ducks
Russia
Headless
Man
Russians
Russians
Had
Russians
Music
Vanderlynden
Justice
English
Frenchmen
Russians
Life
Death
Revolution
Europe
Proletariat
Domination
Germany
German
Germans
Germans
August
Germans
Domina-
Dormer
Russians
Russians
Germans
Japanese
Domination
AT
V
AND
ERLYNDEN
S
Peace
England
Germans
Russians
Germans
Major
Dormer
Godsend
Major
Major
Dormer
France
O.T.C
Cadet
Corps
Thou-
Peace
Armies
Dormer
France
Germans
England
Brigade
France
Eastern
Salonika
Palestine
Mespot
March
France
Second
Battle
Ypres
London
Frecourt
Corps
Country
Bray
Division
S.F.T
B
February
New
March
Bosche
April
Lieutenant
Merfin
Dormer
Reserve
Battalion
Head-quarters
Dormer
Merfin
Chiteau
Merfin
Arras
Germans
War
Peace
France
Belgium
Germany
Europe
Dormer
Frenchman
Portuguese
Ger-
Dormer
Dormer
Bosche
Chiteau
Merfin
Aw
Aw
Better
Chateau
C.S.M
Hopeless
Send
Merfin
Dormer
Bosche
April
Brigade
Major
Dormer
Dormer
Sergeant
CMteau
Chateau
Bosche
Hallo
Kavanagh
Kavanagh
Division
Dormer
Dormer
Division
Calais
Bosche
Aren
Dormer
Dormer
Kavanagh
Kavanagh
Dormer
Division
Corps
M.C
Hun
Vander-
Deputy
Somme
English
France
Germany
Divisional
H.Q
Habeas
Corpus
Press
Vinyolles
Tell
Kavanagh
Army
Kerrime
Vanderlynden
Dormer
War
Dormer
Dormer
Sergeant
Cop'l
Arbone
Did
IVlajor
Major
Kavanagh
Umpteenth
Corps
Did
Corps
Kavanagh
Dormer
Bosche
Dormer
Kavanagh
Chateau
Lewis
Kavanagh
Dormer
Well
Vinyolles
CMteau
Dormer
Lewis
Lewis
Chateau
Corporal
Got
Bosche
Dormer
Kavanagh
Kavanagh
Brigade
Must
Ah
Bosche
Division
Bosche
Dormer
Kavanagh
Kavanagh
Old
Dormer
Kavanagh
Dormer
Peace
Revolution
Etaples
May
Russia
War
Bosche
Dormer
Cockney
Orl
Kavanagh
Dormer
Lewis
Dormer
Dormer
Brigade
Chateau
Kavanagh
Dormer
Kavanagh
Division
Dormer
Corps
H.Q
Major-
Generals
May
Anticlimax
War
Kavanagh
Chateau
Bosche
American
Kavanagh
Vanderlynden
Christmas
September
Hondebecq
Divisional
Brigade
Divisional
Reserve
Ferme
Espagnole
Dormer
Battalion
Head-
Vanderlyndens
War
Mademoiselle
Vanderlynden
Colonel
Colonel
Mademoiselle
Good
M
La
Vierge
Ah
Boulogne
Mademoiselle
Was
Mademoiselle
Vanderlynden
Money
Army
War
Army
Crime
Vanderlynden
War
Vanderlyndens
Somme
Vanderlynden
Quartermaster-sergeant
Expeditionary
Force
Canteen
Dormer
Allied
Armies
July
Somme
Terri-
Colonel
Volunteers
Boer
War
Defence
Defiance
English
Deutschland
Alles
Rhine
Austrian
Englishman
House
Englishman
War
England
Public
Schools
English
European
War
Anglia
Irridenta
Alsace
Lorraine
Trades
Fritz
Belgium
France
Luxembourg
Blighty
Channel
Allies
Belgians
War
English-
Let
November
Dormer
Dormer
Broken-
Mademoiselle
Vanderlynden
Army
Dormer
Dormer
Germans
Dormer
Propagandist
Press
Dormer
Captain
Captain
Charles
Martell
Bosches
War
Seventy
Bosches
Algeria
Germans
Captain
German
Deutsch-
uber
Alles
AT
V
AND
ERL
YND
EN
S
Azor
Titi
Bosches
English
French
Ein
Burg
Gott
Dormer
Papa
Ah
Bosches
Algeria
Arabs
English
Woman
War
Dormer
Machine
Gun
Companies
War
Reply
Cease
O.T.C
England
Trench
Warfare
Paschendaele
Germans
Fifth
Army
Berlin
Dormer
N.C.O
Cease
Armistice
Trench
Mortars
Etaples
France
Belgium
Cease
Battalion
H.Q
Colonel
Would
Dormer
D
Dormer
War
Germans
English
Feld
Webel
Dormer
Head-quarters
Dormer
Colonel
Adjutant
Simply
Captain
C
Company
Dormer
Dormer
Colonel
Dormer
Brigade
German
Le
Nouveau
Monde
Dormer
N.C.O
Brigade
Feld
Webel
Colonel
Dormer
Feld
Webel
Colonel
War
A.P.M
Liaison
Officer
Dormer
War
Adjutant
Feld
Webel
Six
November
Commander
C
Company
Dormer
H.Q
Dormer
November
War
Com-
Rhine
Mendels-
Sacred
Works
Sullivan
Dormer
English
Dormer
New
Army
Corporal
Insurance
Offices
Banks
Civil
Servant
Colonel
Colonel
Dormer
War
Dormer
Brigade
Heavy
Artillery
Grand
Place
Gunner
Mess
N.C.O
G.S
Chairman
Mess
Dormer
Gunner
Captain
Captain
Local
Command
Dormer
Colonel
Captain
Dormer
Mess
Colonel
New
Army
Dormer
N.C.O
Mess
Dormer
Captain
Dormer
Gunner
Captain
Dormer
Mess
Dormer
Don
Colonel
Parliament
Don
Splendid
Mess
N.C.O
Captain
Did
Dormer
Infantry
Gunner
Dormer
Headless
Man
France
Germany
Italy
Balkans
East
Headless
Man
Mess
War
Brigade
Mess
President
Armistice
Brigade
Dormer
Dormer
Dunkirk
April
Englishman
Dormer
Calais
England
Channel
Dormer
France
Germany
Europe
England
St.
Quentin
Crime
Vanderlynden
Kavanagh
New
Army
War
Dormer
Theirs
Republicanism
Belgium
Gris-Nez
Arras
England
Vanderlynden
War
Yser
Lys
English
Effort
Crime
Vander-
English
Vanderlynden
Van-
Dormer
English
Effort
England
Channel
Crime
Vanderlynden
Stranger
THE
STRANGER
*
Grand*
Place
notice
Easter
Sunday
Honde-
Maire
Virgin
War
Easter
English
War
STRANGER
English
Camille
Vanacker
English
Camille
Verdun
Englishman
Verdun
Lion
Flanders
THE
STRANGER
D.A.C
C.C.S
No
Tanks
St.
Omer
Lille
Lille
STRANGER
War
Post-War
War
War
Lille
War
Smell
Somme
June
THE
STRANGER
Wellington
Hundred
Days
War
Peace
R
Hondebecq
THE
STRANGER
Front
Front
R
Armistice
War
War
THE
STRANGER
N.C.O
War
Sir
THE
STRANGER
Sunday
M
Somme
Messines
G.S
Waggon
Brigade
R.Q.M.S
N.C.O
THE
STRANGER
New
Armies
War
Mother
Show
O
Lor
Fat
Father
Khaki
England
War
England
THE
STRANGER
Brigade
Major
Colonel
N.C.O
Estaminet
Croix
Kruyshook
Sunday
Mademoiselle
Armentieres
Between
STRANGER
Were
War
Monsieur
Monsieur
Notice
Board
Graves
Com-
Private
Sapper
That
Gunner
Some-
STRANGER
Peace
England
War
Estaminet
English
Adieu
Monsieur
Adieu
Calais
England
