Descartes
Catholic
John
Huneker
Mark
Honyker
St.
Mary
Church
John
Huneker
Phila
Hungary
Viennese
Bible
Hunykyr
Janos
Hunyadi
English
Pennsyl-
Dutch
Gibbons
Duffy
Bowman
Coopers
George
E.
Walton
Charles
Bowman
America
June
State
Pennsylvania
Messrs.
Oellers
Drexel
Reufner
Charles
Bowman
Roman
Catholic
Church
Holy
Trinity
Sixth
Spruce
Streets
Bowman
Bowman
Harrisburg
Philadelphia
Charles
Bowman
Miss
Faunce
Mary
Bowman
Harry
Voigt
Elizabeth
Bowman
John
Huneker
Frances
Bowman
Francis
Cooper
Jr.
George
E.
Walton
Charles
Bow
Mrs.
Fox
John
Fox
Hon
Daniel
M.
Fox
Philadelphia
Daniel
M.
Fox
Henry
Korn
Fox
William
Henry
Fox
Director
Art
Eastern
Parkway
Brooklyn
Coopers
Bowmans
Revo
War
War
F.
F.
V.
Revolution
Gibbons
Duple
President
Woodrow
Wilson
Seven
Arts
Walter
Pater
SI
Professor
Babbitt
New
Laocoon
Richard
Wagner
Wagner
James
Gibbons
Donegal
Ireland
America
Sarah
Duffy
Philadelphia
J
Paul
Celtic
Irish
Irish
Dublin
Edmund
Burke
Emerald
Isle
Sassenach
Ah
George
Moore
County
Mayo
Eng
English
Pussy
James
English
English
Chaucer
Shakespeare
Swinburne
Fenianism
James
Gibbons
Joseph
Conrad
James
Gibbons
Patrick
J.
Meehan
James
Stephens
Head-Centre
European
Fenian
Brotherhood
General
Sweeney
Charles
Roberts
John
O
Neill
James
Gibbons
American
Brother
Chestnut
Street
Emer
Isle
Irish
James
Gibbons
Irish
Poet
Patriot
Printer
Pa
James
Gibbons
Thy
Irishman
Master
James
Huneker
Ireland
Free
Erin
Lord
Quid
Sod
Empire
Canada
Irish
James
Gibbons
Canada
England
James
Gibbons
Father
Matthew
Father
Matthew
Archbishop
McHale
James
Gibbons
St.
Augustine
Church
St.
Vincent
Paul
Society
Lament
Orphan
Boy
Irishman
Ireland
St.
Augus
Henry
Thunder
Henry
Gordon
Thunder
Exile
Erin
Ireland
Mary
Gibbons
Huneker
Tom
Moore
Campbell
Byron.
Tis
Thy
Tyler
Tyler
A
Philadelphia
Evening
Journal
April
Civil
War
Copperhead
Abraham
Lin
Old
Abe
Rail-Splitter
Old
Abe
Emancipation
Proclamation
Old
Abe
Gettysburg
English
White
House
English
Bible
Bunyan
James
Gibbons
James
S.
Gibbons
Quaker
Father
Abram
Abram
Lincoln
Secre
War
Stanton
James
Gibbons
Mr.
Gib
National
Temperance
Song
Francis
Cooper
Esq.
B
Cross
Michall
Hurley
Cross
Gibbons
Gibbons
Father
Matthew
Gibbons
Hunekers
James
Cardinal
Gibbons
Baltimore
James
Gibbons
Buffalo
Ireland
Gib
Donegal
Hunekers
November
Andrew
Johnson
President
United
State*/
State
Republicans
Gibbons
Ireland
England
England
Irishman
England
Whether
President
Andy
Bach
Richard
McCIoud
Duranr
Colorado
May
May
Philadelphia
Irishman
Fenian
Brotherhood
Fenian
Brother
Sunday
Canada
Senators
Philadelphia
New
York
Custom
House
Columbia
College
Law
School
James
Gibbons
Senators
Canada
President
John
O
Neill
Brotherhood
Mr.
Gibbons
New
York
Chicago
New
York
Central
Road
Canada
Detroit
New
York
Mr.
Gibbons
Suspension
Bridge
Niagara
Falls
Custom
House
Mr.
Gibbons
New
York
Custom
House
Canadian
Canada
Pinkerton
Chi
James
Gib
Irish
Ireland
Canada
Joseph
I.
C.
Clarke
New
York
James
Gibbons
Norwich
Conn.
Michael
McQuirk
Richard
McCIoud
Clarke
J.
I.
C.
Clarke
New
York
Journal
James
Gibbons
Ireland
England
Henry
Clay
Celtic
Gibraltar
Wild
Goose
George
Moore
Northern
Liberty
James
Gibbons
Don
Cervantes
Ill
FAMILY
LIFE
Stendhal
Hebrew
Roman
Catholic
Paris
New
York
Egypt
Atlantean
KoI-Nidrei
Day
Atonement
Dies
Irse
Passion
Week
Muezzin
Ma-
Baudelaire
Mass
Roman
Catholic
Church
Democrat
Republican
Stendhal
Aunt
Seraphina
Henry
Beyle
Grenoble
Paris
Kensing
John
Hun-
Galli-Curci
English
White
Squall/
Boyhood
Home
Ivy
Green
Down
Colonel
Newcome
Cave
Har
Philadelphia
Billy
Burton
Falstaffs
Hackett
Edgar
Poe
Burton
Magazine
King
Washington
Susan
Edmund
Kean
Booth
Macready-Forrest
English
Macready
Dickens
Macready
Philadelphia
New
York
Astor
Place
Edwin
Forrest
Forrest
Othello
Lear
Metamora
North
Broad
Street
Sunday
Mr.
Forrest
Girard
Avenue
Richelieu
Lear
Booth
Sunday
Walnut
Street
Ninth
Street
Booth
Monday
Music
Poe
Judge
Conrad
William
Burton
John
Sartain
Poe
Booth
Pierce
Butler
Judge
Conrad
Lord
Prayer
Booth
Charming
Badiali
Poe
Raven
Poe
Poe
Edwin
Booth
Hamlet
Poe
Thalberg
Louis
Moreau
Gottschalk
Vieuxtemps
Ole
Bull
Liszt
Merlin
Home
Sweet
Home
Way
Down
Suwanee
River
Old
Dan
Tucker
Paganini
Thalberg
Madame
Lagrange
Rossini
Egypt
Thalberg
Alvars
Bochsa
America
Prince
Dietrichstein
Sigismund
Thalberg
John
Mutton
Thalberg
Gottschalk
Paris
Camille
Stamaty
Chopin
Chopin
Pole
Chopin
Georges
Mathias
Paris
Gottschalk
Chopin
Thalberg
Thalberg
New
Orleans
Louis
Gottschalk
Thal
Baudelaire
Je
Gottschalk
Carlotta
Patti
Vieuxtemps
Anton
Rubinstein
Carlotta
Patti
Queen
Night
Mozart
Magic
Flute
Academy
Formes
Hablemann
Herr-
F
Adelina
Carlotta
Murska
Sembrich
Melba
Carlotta
Theodore
Ritter
De
Munck
Amalia
Patti-Strakosch
Caterina
Barili
Salvatore
Patti
Carlo
Patti
Effie
Germon
Caterina
Barili
Barilis
Antonio
Ettore
Rigoletto
St.
John
Church
Alfredo
Barili
Cologne
Ferdinand
Hiller
Hiller
F
Concerto
Paris
Theodore
Ritter
Aunt
Carlotta
Alfredo
Atlanta
Henry
Alfredo
Barili
Academy
Music
Carlotta
Patti
Brignoli
Annie
Louise
Gary
Mrs.
Raymond
Minnie
Hauk
Carmen
Clara
Louise
Kellogg
Nilsson
Adelina
Patti
Campanini
Colonel
Bonnafon
Carlotta
Patti
Brignoli
Christine
Nilsson
Campanini
Salvini
Charlotte
Cushman
Michael
Cross
Charles
Jar-
Fritz
Scheel
Roth
Military
Academy
Locust
Street
Sautter
New
York
Philadelphia
BLACK
AND
WHITE
New
York
AH
John
Martin
Fall
Nineveh
Charles
Lamb
Macaulay
English
Melodramatic
England
John
Martin
Turner
Poe
Wordsworth
Richard
Earlom
Valentine
Green
Piranesi
Goltzius
Edelinck
Drevet
J.
R.
Smith
Sharpe
WooIIett
Lucas
Van
Leyden
Albrecht
Diirer
Man
Bervic
Louis
XVI
Claude
Huysums
Bonfield
English
Bonfield
Vandervelde
Turner
Kep-
New
York
Philadelphia
Rembrandt
Whistler
James
Butterfly
Whistler
Dr.
Seymour
Haden
Philadelphia
Academy
Fine
Arts
Fortuny
Union
League
Club
Henry
C.
Gibson
Cabanel
Bouguereau
Spaniard
Academy
View
City
Sevilla
Fortunys
Stewart
Paris
Choice
Model
Promenades
Impres
Gamblers
Benjamin
West
Death
Pale
Horse
Academy
John
Martin
Quaker
Centennial
Ex
Paris
Logan
Square
James
L.
Claghorn
Sunday
Mr.
Claghorn
Philadelphia
Claghorn
James
Claghorn
Mr.
Garrett
Bal-
Princeton
College
Philadelphians
Peter
F.
RothermePs
Trial
Fabiola
Cardinal
Newman
William
Hewitt
Isaac
Williams
George
Bonfield
Van
Bonfield
George
Ord
Thomas
Sully
Gilbert
Stuart
Teniers
Peter
F.
Rothermel
Battle
Gettys
Waugh
W.
T.
Richards
Hamilton
William
Hewitt
Bonfield
Isaac
Williams
Peter
Moran
John
Sartain
Dr.
W.
P.
Baker
William
Dougherty
Girard
Avenue
Thomas
Sully
Hewitt
Paul
Silas
Went
Jail
Rothermel
Isaac
Williams
Hokusai
Gainsbor
Rembrandt
Raphael
Correggio
Raphael
Correggio
Velasquez
Vermeer
Murillo
Ostade
Ah
Realism
Sully
Peale
Gilbert
Stuart
Bouguereau
Cab-
Lefebvre
Gerome
Gerome
Meissonier
Duel
Snow
Gerome
Carolus
Duran
Leon
Bonnat
Paris
Manet
Institute
Monet
Pissarro
Sisley
Emperor
Napoleon
III
United
States
Impressionism
Philadelphia
Rem
Sunday
William
Hewitt
Full
Plymouth
Bill
Hewitt
Jim
Eddystone
John
Smeaton
Taprabona
Mesopotamia
Fables
Labrador
Arctic
Zone
MOTHER
Tell
Arthur
Schopenhauer
Schopenhauer
Kensington
Know-Nothing
St.
Augustine
Church
Fourth
Street
Irish
James
Gibbons
Bossuet
Pere
Lacordaire
Paroles
Croyant
Abbe
Lamennais
Revolt
Rome
Aunt
Susan
Gibbons
Dickens
Mother
Church
Democrat
Republican
Finelli
Aunt
Sue
Celtic
Celtic
Republicans
Protestants
Fenianism
Aunt
Sue
Father
McBIank
God
John
Huneker
Old
My
Lillibulero
Spruce
Street
Dr.
Brinton
Life
America
Mary
A
Sonata
Beethoven
Raphael
Morghen
Ma
Claude
Lorraine
Meryon
Broad
Columbia
Avenue
Sunday
Mother
Frances
Mother
Augustine
Sisters
Mercy
Jesuit
Jesuit
Sisters
Mercy
Catholic
Mahomet
Father
Boudreaux
Reverend
Dr.
Kent
Stone
Charles
Baudelaire
Baudelaire
Walter
Pater
Matthew
Arnold
Swinburne
Rossetti
Poe
Gautier
Rabelais
Montaigne
Goethe
Aquinas
Emerson
Schopenhauer
Lacordaire
Bourdaloue
Madame
Swetchine
Eugenie
Guerin
Maurice
Centaur
Chopin
Walt
Whitman
Poems
Professor
George
Saintsbury
Baudelaire
Professor
Edward
Dowden
Dublin
French
Whitman
Bard
Camden
Mickle
Street
Mar
Chestnut
Streets
Homeric
Ivory
Apes
Peacocks
Dr.
Stone
Baudelaire
Whitman
Public
Ledger
Dante
Shakespeare
Divine
Comedy
Gustave
Dore
Lucifer
Paul
Minotaur
Inferno
Maish
Finn
Pos
Dore
Don
Quixote
Bunyan
Baudelaire
Catholic
John
Cross
Ruysbroeck
St.
Odo
Cluny
Affirmations
Havelock
Ellis
Arthur
Schopenhauer
Isn
Cardinal
Newman
Walt
Whitman
Bowery
Boy
Emersonism
Hereafter
Prove
Apostle
Cowardice
Strathmore
Ouida
Max
Beerbohm
Guy
Livingstone/
Ouida
Thackeray
Ouida
St.
Malachi
Eleventh
Street
Jefferson
Gaunt
Father
Kelly
Seventh
Street
South
Penn
Hose
Company
Cohocksink
Hose
Marshal
Street
Ninth
Street
Franklin
Seventh
Streets
Kensington
Bench
Bar
Eastern
Penitentiary
November
Simply
Chancellor
Street
Jimmy
Kelly
Eighth
Jefferson
Streets
Sun
St.
Malachi
Bishop
Wood
Archbishop
St.
Michael
Bishop
Gibbons
Cardinal
James
Gibbons
Sacristy
St.
Michael
St.
Aloysius
Gonzaga
Again
SCHOOL
Roth
Military
Acad
No
South
Broad
Street
Seventh
Jeffer
Streets
Aubs
Bacharachs
Bertha
Franklin
Street
Catholics
Jews
Catholic
Eighth
Poplar
Streets
Jew
Jew
Jew
Gibbons
Zulu
Boadicea
B.
S.
C.
Broad
Street
Cadets
Broad
Street
Professor
Roth
Latin
Latin
Latin
Latin
Latin
Latin
Latin
Latin
Caesar
Latin
Cicero
Horace
Mr.
Roth
Latin
Latin
Greek
Xenophon
Anabasis
Huysman
A.
D.
Latin
St.
Augustine
Rousseau
Amiel
Roth
R
Livy
Plutarch
Prescott
Irishman
Jules
Verne
Aristotle
Plain-
Chant
Leopold
Engelke
Gloria
Mozart
Twelfth
Mass
Johnny
Schmoker
Negro
Carncross
Dixey
Eleventh
Street
Tom
Sawyer
Huckleberry
Finn
Goethe
Seventh
Oxford
Streets
Hay
John
Con
Lucas
Greeks
Walnut
Street
Theatre
Walnut
Street
Ninth
Street
Oxford
Street
Lord
Brassey
Lewis
Baker
John
Drew
Lewis
Baker
Arch
Street
Theatre
Daly
New
York
Lewis
Lewis
Lewis
Baker
Professor
Roth
Mr.
Roth
Dress
Nietzsche
Prussian
Roth
Latin
Amo
Amas
Amat
PLAYERS
John
Drew
John
Malta
Boat
Club
Schuylkill
Young
Drew
Cool
Cucumber
Arch
Street
Theatre
Mrs.
John
Drew
Georgia
Drew
Maurice
Barry-
Mrs.
Drew
Mother
Drew
Sarah
Siddons
Mother
Mrs.
Drew
John
Huneker
Lady
Gay
Spanker
Mrs.
Malaprop
Home
Lady
Teazle
Mrs.
Malaprop
Queen
Gertrude
Hamlet
Joseph
Jefferson
Ethel
Lionel
John
Barrymore
John
Arch
Street
Theatre
E.
A.
Sothern
E.
H.
Sothern
Lytton
Sam
Sothern
Lytton
Edward
Lytton
David
Garrick
Fitzaltamont
Crushed
Tragedian
Crushed
Tragedian
Mr.
Sothern
Lord
Dundreary
Laura
Keene
John
Sleeper
Clarke
Asa
Trenchard
Cousin
Sothern
Aut
Sothern
Ouida
Guy
Livingstone
Remember
Sothern
Dundreary
Richard
Mansfield
Beau
Brum-
Sothern
Clyde
Fitch
Sothern
Dundreary
Walnut
Street
Theatre
Linda
Dietz
Haymarket
London
Georgina
Mrs.
Walcott
Bailey
Atkins
Lawrence
Charles
Walcot
Trenchard
Hemple
Binney
W.
H.
Chapman
Brother
Sam
Mr.
Sothern
David
Gar-
Salvini
Sullivan
Sydney
Spoonbill
A
Hornet
Nest
Byron
Charles
Mathews
Charles
Coghlan
Coghlan
Sothern
E.
H.
Sothern
Shakespeare
American
Lyceum
Fourth
Avenue
New
York
Virginia
Harned
Highest
Bidder
Claude
Hamlet
Macbeth
Shake
Julia
Marlowe
Arthur
Symons
London
Sothern
Miss
Marlowe
Adelaide
Neilson
Sothern
Arch
Street
Theatre
Mrs.
Drew
L
Aventuriere
Edwin
Booth
Hamlet
Charles
Fechter
Soho
Fechter
Denmark
Lizzie
Price
Arch
Street
Com-
Doylestown
Obenreizer
No
Thoroughfare
Bertuccio
Fool
Revenge
Edwin
Booth
Jester
Victor
Maurel
Rigoletto
Booth
Verdi
Otello
Arch
Street
Tom
Robertson
H.
J.
Byron
Caste
Oh
Boy
Oh
Girl
Hello
Bill
Oh
Rot
Old
Eccles
Sam
Gerridge
Polly
Eckles
Want
Shakespeare
Nora
Helmer
Oswald
Alving
Hedda
Gabler
Ibsen
Robertson
Byron
Pinero
Henry
Arthur
Jones
Shaw
Barton
Hill
Lizzie
Price
W.
Davidge
Bob
Craig
John
Drew
Mrs.
Drew
Walcots
Sam
Hemple
Ed
Marble
Charles
Walcott
H.
E.
Meredith
Craig
Philadelphia
Boston
New
York
Mediocrity
P.
S.
My
OLD
TOWN
Philadelphia
Philadelphia
New
York
Philadelphia
Certain
Hague
Haarlem
Amsterdam
Utrecht
Hol
Seventh
Street
Mont-
County
Wednesday
Saturday
Philadelphia
Union
Pennsyl
Remember
Philadelphia
Germans
Italians
English
Hebrews
Civil
War
Seven
Arts
Philadel
Tory
Philadelphia
First
Things
Philadelphia
Bronx
Flatbush
Philadelphia
Manhattan
Ha
Quakers
William
Penn
Town
Quaker
Race
Street
Meeting
House
Fifteenth
Street
Quaker
Rothschild
Quaker
Salvation
Army
Columbia
Avenue
West
Philadelphia
Neck
Seventh
Street
Spring
Garden
Edgar
Allan
Poe
Spring
Garden
Broad
Pine
Street
Seventh
Street
Girard
Avenue
Poplar
Street
Baldwin
Locomotive
Works
Mathias
Baldwin
Mat
Baird
Charles
Parry
Cal-
lowhill
Street
Reading
Railroad
Chestnut
Hill
Germantown
Railroad
Spring
Garden
Reading
Railroad
Penn
Square
Union
Square
New
York
Henry
James
Penn
Square
United
States
Camden
Trenton
Brooklyn
Mr.
James
London
Broad
Street
Market
Street
Market
Broad
Street
La
Pierre
House
Chestnut
Street
Academy
Natural
Sciences
Sansom
Street
Broad
Street
Dr.
Edward
J.
Nolan
Logan
Square
Broad
Street
Natatorium
Art
Club
Bellevue-Stratford
Natatorium
Payne
German
Jules
Ein
Mr.
Payne
Rathskeller
Chestnut
Street
Broad
Chestnut
Penn
Square
Keg
Gasslein
Joseph
Charles
Gass
Callowhill
Noble
Street
Keg
Joe
Gasslein
Edwin
Booth
Hamlet
Joseph
Mr.
Booth
Othello
Poor
Joe
Booth
Bar
John
McCuIIough
Adelaide
Neilson
Joe
Wood
Museum
Ninth
Arch
Streets
Jack
Harkaway
Barboni
Jack
Ruth
Curse
Rum
Father
Ten
Nights
Ruth
Joe
Keg
John
Gasslein
Albert
J.
Hetherington
Keg
Tenth
Street
Pine
Broad
Ninth
Street
Green
Street
Did
Philip
DoIIard
Ain
Jim
Fisk
Josie
Mansfield
Ed
Stokes
Quaker
Franklin
Street
Bellevue
Broad
Walnut
Streets
Manufacturers
Club
George
Boldt
Clover
Club
Colonel
William
M.
Bunn
Governor
Idaho
Robert
Mantell
Fred
Fotterall
Dick
Townsend
Ned
Rogers
Montezuma
Fairman
Rogers
Bellevue
Rogers
Piccadilly
Weepers
Lord
Dundreary
England
New
French
Fau-
Montezuma
Rogers
Ouida
George
du
Maurier
Lip-
Dick
Townsend
Johnny
Look-in-the-Air
Rogers
Fotterall
Townsend
Stephen
Whitman
Emile
Perdriaux
Prince
Iturbide
Mexican
Paris
Bellevue
Brooke
Dolan
Frank
McLaughlin
Frank
Ash
Paul
Huneker
Burt
Lee
Bellevue
Broad
Street
Mr.
Boldt
Waldorf-Astoria
Arch
Street
Ada
Rehan
F.
F.
Mackay
Thayer
Adam
Everly
Davidge
Charles
Thorne
Louis
James
Fanny
Davenport
Daly
Palmer
Bob
Craig
Dick
Swiveller
Lotta
Little
Nell
Bob
Acres
Clarke
Jefferson
Think
Dombey
Son
John
Brougham
Captain
Cuttle
Mrs.
Drew
Barton
Hill
Rosedale
Rifle
Ball
Shake
Edwin
Adams
Arch
Heart
Charles
Mathews
A
Dress
Rehearsal
Lewis
Baker
Walnut
Street
Theatre
Walcots
Effie
Germon
Adelina
Patti
Roland
Reed
Griffith
Annie
Ward
Tiffany
Roland
Reed
Guppy
Mrs.
Walcot
Jo
Bleak
House
Edwin
Forrest
Walnut
Cori-
Jack
Cade
John
Sleeper
Clarke
Toodles
Dr.
Pangloss
Chestnut
Street
Theatre
Three
Red
Men
Blue
Wilbur
Lennox
Frank
Mordaunt
Josie
Orton
Octoroon
Gemmill
W.
E.
Sheridan
Lily
Glover
Frank
Norris
George
Hoey
Louis
XI
Sheridan
Sir
Giles
Overreach
A
New
Way
Old
Debts
E.
L.
Davenport
Charlotte
Cushman
Meg
Merrilees
Boys
George
Holland
E.
L.
Davenport
Salvini
Booth
Henry
Irving
Davenport
Tor
Davenport
Davenport
Hamlet
Richelieu
Booth
William
Susan
Sir
Cilcs
Brutus
Othello
Bill
Sykes
Bill
Sykes
Prank
Mordaunt
Maekay
Lceles
W
Sisters
Lucille
Helen
Lucille
Lynne
Mrs.
D.
P.
Bowers
Lady
Audlcy
Secret
Helen
Western
Ma/eppa
Adah
Isaacs
Menken
Continental
Walnut
Lighl.h
Streets
Spy
Wild
Horse
Tarlary
Count
Johannes
Crushed
Tragedian
Dougherty
Sweet
Mvelina
Carncross
Dixies
PENMAN
Browning
Titian
Frans
Haarlem
Dutch
Lesser
Hollow
Vale
Fairmount
Park
Strawberry
Mansion
Giorgione
Paris
Bordone
Tiziano
Central
Fairmount
Park
Horace
Greeley
Mark
Twain
Evening
Bulletin
Re
Morning
Advertiser
Sun
Times
Press
Samuel
Dickson
Dock
Wal
Street
Dr.
Dickson
Academy
Seventh
Street
Girard
Avenue
Eighth
Street
Ninth
Street
Chest
Hill
Railroad
Twelfth
Street
St.
Peter
German
Church
Pop
Hertel
Fifth
Street
Vot
Vot
Vot
Vot
Vot
Sarah
Battle
Fifth
Street
Fair-
mount
Avenue
Hon
Daniel
M.
Fox
Mayor
Old
York
Road
Fifth
Street
Road
Betz
Brewery
Old
York
Road
Shabby
East
Side
New
York
Essex
Grand
Streets
East
Side
Jerusalem
Disinfected
Vienna
Budapest
Cracow
Warsaw
New
York
Italian
Franklin
Square
Fox
Fifth
Street
York
Road
Sixth
Street
Martin
Wisler
Again
Wisler
Wisler
Go
Martin
Wisler
St.
Augustine
Americans
Walnut
Dock
Dock
Street
Walt
Whitman
West
Island
English
James
Magorians
James
Magorians
Dock
Street
Magorians
Seven
Hills
Jezebels
Dock
Street
Dickson
Magorians
Turveydrop
Dickens
William
Hewitt
Douglas
Jerrold
London
Sue
Sue
Jerrold
Magorians
Walnut
Street
Rittenhouse
Square
Logan
Dostoievsky
Anyhow
Chegaray
Institute
Iambs
Madame
Chegaray
GOSSIP
THE
DAY
Fisk-
Stokes
James
Gordon
Bennett-
Fred-May
Peru
Colonel
Bob
IngersoIPs
Keeley
Dio
Lewis
Adelina
Patti
Marquis
Caux
Beecher-Tilton
Lydia
Thompson
Blondes
Fred
May
Bennett
Union
Club
Maryland
Bennett
Miss
Caroline
May
James
Gor
Bennett
Byron
Landor
Sam
Johnson
Herald
Bennett
Phila
Times
Fred
May
Times
Commodore
Bennett
Arica
San
Francisco
Bob
IngersoII
Voltaire
Huxley
Darwin
Tyndall
Hux
Star
T.
B.
Pugh
Gough
Proctor
English
Mrs.
Scott-Siddons
Teresita
Carreno
Seraphael
Henry
Waller
English
P-e
W-s
Leopold
Lichtenberg
Bellew
Shakespearean
Chautauqua
Gin
Father
Tom
Burke
Sassenach
Ireland
Adam
Forepaugh
North
Broad
Street
Smith
Island
Delaware
Coney
Island
Schuylkill
River
Fairmount
Park
Independence
Hall
Philadelphia
Callowhill
Street
Philadelphia
Gotham
Children
Lemon
Hill
Lemon
Hill
Strawberry
Man
Levy
Wissa-
Creek
Gloucester
Wissahickon
Manayunk
Schuylkill
Didn
Malta
Centennial
Schuylkill
Falls
Rockland
Bridge
London
Rowing
Club
Yale
Red
Sox
Make
Muzzle
Philadelphia
Old
Brewerytown
Conrad
West
Poplar
Street
Sunday
Europe
Wissahickon
America
Chestnut
Hill
Squan
River
Atlantic
City
Aunt
Eliza
Atlantic
Avenue
Pacific
Avenue
Atlantic
Avenue
Island
Beryl
Kendrick
Thoroughfare
Brigantine
Beach
May
Queen
New
Jersey
Atlantic
City
Fair-mount
Park
Andrew
Marvell
Young
Kendrick
June
Philadelphia
New
York
Moloch
Noise
Chestnut
Walnut
Spruce
Streets
London
Hague
Philadelphia
Locust
Street
Dickens
Port
Richmond
London
Europe
Philadelphia
Paris
Nostalgia
Paris
Philadelphia
Brussels
STEEPLEJACK
Pop
Kemper
Sansom
Street
Fairmoimt
Park
Prater
Bois
Boulogne
Thiergarten
Mark
Twain
American
Emerson
Walt
Whit
Longfellow
Poe
Gen
Grant
Coleridge
De
Quincey
Charles
Baudelaire
Byron
Shelley
Swinburne
American
Baudelaire
Poe
United
States
Market
Street
Camden
Girls
Judge
Reading
Lancaster
Harrisburg
Quaker
Girard
House
MAGIC
A
Magic
Memoirs
Robert
Houdin
Frenchmen
Second
Sight
Columbus
Columbus
Atlanteans
Houdin
Signor
Blitz
Heller
Heller
Palmer
Heller
Thalberg
Signor
Blitz
Hermann
Houdin
Paris
Houdin
Theatre
Maskelyne
Cook
Egyptian
Hall
London
Blitz
Perry
Keller
Harry
Houdini
Fox
Sisters
Rochester
Eusapia
Palladino
Professor
Crookes
Katie
King
Poor
Professor
Zoellner
Pepper
Academy
Supernormal
Houdin
East
Indian
Yogis
Paul
Deeper
Seven
Arts
Music
Mysticism
Great
Adventure
HandePs
Music
Chopin
Professor
Roth
London
Bland
Soho
Yost
Ninth
Arch
Street
Waterloo
Yost
Yogi
Perry
Wood
Museum
Lauris
Harry
Hawk
Lily
Hinton
Joe
Nagle
Magic
Professor
Roth
Bland
MACHINIST
My
Ninth
Green
Streets
Chestnut
Hill
Had
Chestnut
Hill
Had
Hill
Baldwin
Locomotive
Works
STEEPLEJACK
September
Seventeenth
Hamilton
William
Parry
Baird
Mr.
Parry
Hello
John
Hello
Pete
Peter
Farnum
Northern
Liberty
Mr.
Parry
Mr.
Farnum
John
Farnum
M.
Napoleon
STEEPLEJACK
Baldwin
Belgium
Baldwin
God
Mr.
Universal
Panacea
Proudhon
Marx
Lassalle
Stirner
Mackay
Pete
Farnum
Woody
Menden-
A
YOUTHFUL
MACHINIST
Mr.
Farnum
Mr.
Parry
Pete
Farnum
Harry
Baldwin
My
William
Parry
Peter
Farnum
Woody
Mendenhall
Carlyle
Andy
Scotchman
Andy
Hugh
Miller
Old
Red
Sandstone
Andy
Tommy
Scotch
Wha
Tommy
Jemmy
Andy
Tommy
Englishman
Northumberland
Northumber
Sundays
Andy
Andy
Blue
Mondays
Andy
David
Copperfield
Take
George
Tommy
Andy
Hamilton
Street
Tommy
Night
December
Harry
General
Grant
General
Grant
Andy
Emerson
Peter
Farnum
Baldwin
Tommy
Andy
Boss
Farnum
General
Grant
Harry
Jemmy
Tommy
Eighteenth
Street
Did
Mrs.
Joe
Gar-
Hades
New
Year
Baldwin
Walt
Whit
Powerful
Harry
Tommy
Andy
Sunday
Tommy
Andy
MY
NEW
MISTRESS
My
French
Monday
January
Dr.
Ellwood
Wilson
Ellwood
Wilson
Jr.
No
Walnut
Street
Dr
Gross
Haller
Gross
Fred
Fotterall
Dick
Townsend
Ned
Rogers
Louis
Beylard
John
King
Philadelphia
Club
City
Troop
Mr.
Wilson
Mr.
Wilson
Blackstone
Justice
Shars-
Commentaries
Dry
English
Blackstone
Wharton
Stille
Medical
Jurisprudence
Eugene
